geo,time,investments_percent_of_gdp
arg,1975,29.44
arg,1976,30.73
arg,1977,30.94
arg,1978,27.8
arg,1979,25.86
arg,1980,25.26
arg,1981,22.69
arg,1982,21.75
arg,1983,20.89
arg,1984,19.96
arg,1985,17.59
arg,1986,17.46
arg,1987,19.55
arg,1988,18.64
arg,1989,15.51
arg,1990,14
arg,1991,14.64
arg,1992,16.7
arg,1993,19.06
arg,1994,19.94
arg,1995,17.94
arg,1996,18.08
arg,1997,19.37
arg,1998,19.93
arg,1999,18.01
arg,2000,16.19
arg,2001,14.18
arg,2002,11.96
arg,2003,15.14
arg,2004,19.17
arg,2005,21.46
arg,2006,23.35
arg,2007,24.2
arg,2008,23.29
arg,2009,20.92
arg,2010,22
arm,1990,47.15
arm,1991,39.78
arm,1992,1.631
arm,1993,9.872
arm,1994,23.45
arm,1995,18.42
arm,1996,20.01
arm,1997,19.07
arm,1998,19.14
arm,1999,18.35
arm,2000,18.64
arm,2001,19.76
arm,2002,21.67
arm,2003,24.26
arm,2004,24.88
arm,2005,30.47
arm,2006,35.91
arm,2007,37.78
arm,2008,40.87
arm,2009,34.67
arm,2010,33.37
aus,1960,31.03
aus,1961,32.56
aus,1962,27.85
aus,1963,30.23
aus,1964,30.12
aus,1965,32.96
aus,1966,32.08
aus,1967,32.39
aus,1968,32.48
aus,1969,33.13
aus,1970,32.5
aus,1971,31.63
aus,1972,29.98
aus,1973,27.95
aus,1974,30.09
aus,1975,26.44
aus,1976,26.04
aus,1977,26.6
aus,1978,25.43
aus,1979,27.39
aus,1980,26.55
aus,1981,28.17
aus,1982,29.34
aus,1983,24.84
aus,1984,26.17
aus,1985,27.23
aus,1986,27.85
aus,1987,26.84
aus,1988,27.6
aus,1989,29.11
aus,1990,28.5
aus,1991,23.81
aus,1992,21.91
aus,1993,23.19
aus,1994,23.93
aus,1995,25.58
aus,1996,24.04
aus,1997,24.12
aus,1998,25.13
aus,1999,25.85
aus,2000,26.1
aus,2001,23.17
aus,2002,24.02
aus,2003,25.73
aus,2004,26.9
aus,2005,27.15
aus,2006,27.88
aus,2007,28.37
aus,2008,29.75
aus,2009,28.26
aus,2010,28.01
aut,1970,29.5
aut,1971,29.49
aut,1972,30.41
aut,1973,30.64
aut,1974,30.91
aut,1975,25.81
aut,1976,27.1
aut,1977,28.25
aut,1978,24.67
aut,1979,27.81
aut,1980,27.55
aut,1981,25.14
aut,1982,23
aut,1983,21.74
aut,1984,22.54
aut,1985,23.04
aut,1986,22.43
aut,1987,22.69
aut,1988,24.07
aut,1989,24.89
aut,1990,25.05
aut,1991,25.37
aut,1992,24.66
aut,1993,23.78
aut,1994,24.4
aut,1995,25.36
aut,1996,24.92
aut,1997,25.05
aut,1998,24.87
aut,1999,24.88
aut,2000,24.53
aut,2001,23.93
aut,2002,22.14
aut,2003,23.12
aut,2004,22.76
aut,2005,22.71
aut,2006,22.33
aut,2007,23.13
aut,2008,22.8
aut,2009,21.03
aut,2010,21.64
aze,1990,26.55
aze,1991,3.091
aze,1992,-0.6913
aze,1993,21.79
aze,1994,15.31
aze,1995,23.78
aze,1996,29
aze,1997,34.24
aze,1998,33.37
aze,1999,26.5
aze,2000,20.67
aze,2001,20.68
aze,2002,34.58
aze,2003,53.17
aze,2004,57.99
aze,2005,41.53
aze,2006,29.86
aze,2007,21.53
aze,2008,18.69
aze,2009,18.95
aze,2010,17.14
bhs,1977,12.51
bhs,1978,11.34
bhs,1979,12.83
bhs,1980,18.29
bhs,1981,18.84
bhs,1982,21.47
bhs,1983,20.33
bhs,1984,16.35
bhs,1985,19.17
bhs,1986,18.42
bhs,1987,18.8
bhs,1989,31.5
bhs,1990,29.41
bhs,1991,29.36
bhs,1992,27.86
bhs,1993,23.34
bhs,1994,25.86
bhs,1995,27.66
bhs,1996,30.49
bhs,1997,27.47
bhs,1998,29.58
bhs,1999,26.38
bhs,2000,27.9
bhs,2001,24.89
bhs,2002,21.92
bhs,2003,22.13
bhs,2004,21.19
bhs,2005,25.28
bhs,2006,30.33
bhs,2007,28.18
bhs,2008,24.56
bhs,2009,23.63
bhs,2010,21.71
bhr,1980,46.13
bhr,1981,41.61
bhr,1982,36.28
bhr,1983,43.86
bhr,1984,42.58
bhr,1985,35.65
bhr,1986,26.63
bhr,1987,25.46
bhr,1988,20.2
bhr,1989,24.64
bhr,1990,16.43
bhr,1991,28.6
bhr,1992,29.42
bhr,1993,18.3
bhr,1994,19.63
bhr,1995,14.61
bhr,1996,14.41
bhr,1997,17.45
bhr,1998,21.42
bhr,1999,7.905
bhr,2000,10.29
bhr,2001,12.19
bhr,2002,20.18
bhr,2003,20.91
bhr,2004,24.87
bhr,2005,24.42
bhr,2006,24.39
bhr,2007,26.99
bhr,2008,33.23
bgd,1960,6.894
bgd,1961,7.729
bgd,1962,11.99
bgd,1963,9.856
bgd,1964,11.98
bgd,1965,11.48
bgd,1966,9.017
bgd,1967,10.71
bgd,1968,14.15
bgd,1969,12.51
bgd,1970,11.34
bgd,1971,8.228
bgd,1972,4.698
bgd,1973,8.712
bgd,1974,7.375
bgd,1975,6.148
bgd,1976,9.911
bgd,1977,11.52
bgd,1978,11.55
bgd,1979,11.2
bgd,1980,14.44
bgd,1981,17.62
bgd,1982,17.82
bgd,1983,16.97
bgd,1984,15.92
bgd,1985,16.32
bgd,1986,16.7
bgd,1987,16.02
bgd,1988,16.31
bgd,1989,16.72
bgd,1990,17.05
bgd,1991,16.9
bgd,1992,17.31
bgd,1993,17.95
bgd,1994,18.4
bgd,1995,19.12
bgd,1996,19.99
bgd,1997,20.72
bgd,1998,21.63
bgd,1999,22.19
bgd,2000,23.02
bgd,2001,23.09
bgd,2002,23.15
bgd,2003,23.41
bgd,2004,24.02
bgd,2005,24.53
bgd,2006,24.65
bgd,2007,24.46
bgd,2008,24.21
bgd,2009,24.37
bgd,2010,24.41
brb,1960,24.17
brb,1961,21.4
brb,1962,18.65
brb,1963,19.63
brb,1964,19.54
brb,1965,17.65
brb,1966,20.67
brb,1967,20.52
brb,1968,23.71
brb,1969,24.03
brb,1970,26.12
brb,1971,23.08
brb,1972,22.26
brb,1973,22.21
brb,1974,22.82
brb,1975,19.23
brb,1976,27.01
brb,1977,24.01
brb,1978,22.88
brb,1979,23.54
brb,1980,24.52
brb,1981,27.56
brb,1982,22.64
brb,1983,19.94
brb,1984,16.24
brb,1985,15.43
brb,1986,16.01
brb,1987,16.02
brb,1988,17.53
brb,1989,19.15
brb,1990,18.84
brb,1991,17.1
brb,1992,9.474
brb,1993,12.72
brb,1994,13.39
brb,1995,15.13
brb,1996,14.26
brb,1997,16.68
brb,1998,18.48
brb,1999,19.84
brb,2000,18.5
brb,2001,19.61
brb,2002,20.78
brb,2003,20.69
brb,2004,23.61
brb,2005,23.99
brb,2006,21.66
brb,2007,21.99
brb,2008,22.46
brb,2009,22.45
brb,2010,14.63
blr,1990,26.51
blr,1991,29.05
blr,1992,31.79
blr,1993,41.03
blr,1994,32.94
blr,1995,24.75
blr,1996,23.52
blr,1997,26.84
blr,1998,26.71
blr,1999,23.71
blr,2000,25.4
blr,2001,23.76
blr,2002,22.18
blr,2003,24.95
blr,2004,28.67
blr,2005,28.46
blr,2006,32.18
blr,2007,34.09
blr,2008,37.64
blr,2009,37.27
blr,2010,40.63
bel,1970,28.05
bel,1971,27.11
bel,1972,25.21
bel,1973,26.19
bel,1974,28.75
bel,1975,25.28
bel,1976,25.6
bel,1977,25.28
bel,1978,25.08
bel,1979,24.64
bel,1980,25.21
bel,1981,21.43
bel,1982,20.5
bel,1983,17.81
bel,1984,18.81
bel,1985,18.01
bel,1986,17.62
bel,1987,18.64
bel,1988,20.75
bel,1989,22.33
bel,1990,23.11
bel,1991,21.68
bel,1992,21.44
bel,1993,20.82
bel,1994,20.89
bel,1995,20.68
bel,1996,20.54
bel,1997,20.99
bel,1998,21.21
bel,1999,21.42
bel,2000,22.58
bel,2001,21.15
bel,2002,19.16
bel,2003,19.4
bel,2004,20.87
bel,2005,21.91
bel,2006,22.44
bel,2007,22.88
bel,2008,24.01
bel,2009,19.88
bel,2010,20.19
blz,1980,24.11
blz,1981,26.05
blz,1982,20.75
blz,1983,20.21
blz,1984,23.54
blz,1985,21.61
blz,1986,20.36
blz,1987,21.93
blz,1988,25.37
blz,1989,30.29
blz,1990,27.19
blz,1991,28.8
blz,1992,26.09
blz,1993,28.36
blz,1994,20.56
blz,1995,21.71
blz,1996,20.32
blz,1997,19.94
blz,1998,18.8
blz,1999,24.6
blz,2000,28.66
blz,2001,25.14
blz,2002,22.6
blz,2003,18.96
blz,2004,17.67
blz,2005,18.51
blz,2006,18.57
blz,2007,19.29
blz,2008,25.46
ben,1960,11.42
ben,1961,10.96
ben,1962,11.11
ben,1963,11.62
ben,1964,9.734
ben,1965,8.777
ben,1966,8.778
ben,1967,11.83
ben,1968,12.37
ben,1969,12.66
ben,1970,11.59
ben,1971,10.29
ben,1972,13.36
ben,1973,13.08
ben,1974,18.23
ben,1975,19.3
ben,1976,16.65
ben,1977,17.75
ben,1978,16.06
ben,1979,19.02
ben,1980,15.16
ben,1981,15.68
ben,1982,27.6
ben,1983,17.32
ben,1984,12.78
ben,1985,8.94
ben,1986,13.46
ben,1987,12.93
ben,1988,15.63
ben,1989,11.82
ben,1990,14.21
ben,1991,14.5
ben,1992,13.76
ben,1993,15.37
ben,1994,15.77
ben,1995,19.6
ben,1996,17.12
ben,1997,18.39
ben,1998,17
ben,1999,17.51
ben,2000,18.93
ben,2001,19.18
ben,2002,17.67
ben,2003,18.83
ben,2004,18.24
ben,2005,19.59
ben,2006,18.2
ben,2007,21.4
ben,2008,20.69
ben,2009,25.05
ben,2010,25.78
bmu,2005,12.8
bmu,2006,11.51
bmu,2007,10.04
btn,1981,34.23
btn,1982,36.3
btn,1983,40.95
btn,1984,39.3
btn,1985,44.91
btn,1986,44.45
btn,1987,40.81
btn,1988,41.66
btn,1989,34.24
btn,1990,32.39
btn,1991,31.83
btn,1992,47.97
btn,1993,44.99
btn,1994,54.85
btn,1995,48
btn,1996,44.45
btn,1997,34.95
btn,1998,36.85
btn,1999,41
btn,2000,48.21
btn,2001,53.64
btn,2002,59.2
btn,2003,56.79
btn,2004,58.67
btn,2005,49.91
btn,2006,46.13
btn,2007,36.9
btn,2008,39.82
btn,2009,41.21
bol,1970,16.39
bol,1971,16.84
bol,1972,20.14
bol,1973,20.42
bol,1974,14.58
bol,1975,23.02
bol,1976,19.18
bol,1977,19.16
bol,1978,24.69
bol,1979,20.83
bol,1980,16.64
bol,1981,16.05
bol,1982,15.62
bol,1983,13.24
bol,1984,19.67
bol,1985,19.46
bol,1986,13.56
bol,1987,13.58
bol,1988,13.98
bol,1989,11.59
bol,1990,12.53
bol,1991,15.58
bol,1992,16.7
bol,1993,16.56
bol,1994,14.37
bol,1995,15.24
bol,1996,16.24
bol,1997,19.63
bol,1998,23.61
bol,1999,18.77
bol,2000,18.14
bol,2001,14.27
bol,2002,16.29
bol,2003,13.23
bol,2004,11.02
bol,2005,14.25
bol,2006,13.87
bol,2007,15.19
bol,2008,17.55
bol,2009,16.97
bol,2010,17.01
bih,1995,19.98
bih,1996,41.21
bih,1997,42
bih,1998,38
bih,1999,28
bih,2000,20.55
bih,2001,19.08
bih,2002,18.56
bih,2003,18.84
bih,2004,19.4
bih,2005,22
bih,2006,23.89
bih,2007,31.06
bih,2008,28.2
bih,2009,21
bih,2010,19.5
bwa,1960,6.016
bwa,1961,7.399
bwa,1962,8.799
bwa,1963,9.807
bwa,1964,12.28
bwa,1965,13.26
bwa,1966,21.82
bwa,1967,25.45
bwa,1968,30.74
bwa,1969,38.25
bwa,1970,45.32
bwa,1971,50.44
bwa,1972,50.94
bwa,1973,50.9
bwa,1974,47.87
bwa,1975,41.9
bwa,1976,33.77
bwa,1977,33.46
bwa,1978,36.36
bwa,1979,37.22
bwa,1980,40.05
bwa,1981,43.41
bwa,1982,37.66
bwa,1983,29.39
bwa,1984,29.44
bwa,1985,22.99
bwa,1986,21.49
bwa,1987,15.5
bwa,1988,23.58
bwa,1989,36.11
bwa,1990,37.37
bwa,1991,33.21
bwa,1992,30.42
bwa,1993,28.78
bwa,1994,26.46
bwa,1995,24.64
bwa,1996,24.99
bwa,1997,28.19
bwa,1998,32.6
bwa,1999,23.96
bwa,2000,31.76
bwa,2001,25.77
bwa,2002,26.96
bwa,2003,30
bwa,2004,33.15
bwa,2005,26.29
bwa,2006,24.02
bwa,2007,25.82
bwa,2008,32.31
bwa,2009,24.39
bwa,2010,28.33
bra,1960,19.68
bra,1961,21.36
bra,1962,19.6
bra,1963,19.26
bra,1964,18.6
bra,1965,20.02
bra,1966,19.89
bra,1967,16.92
bra,1968,18.92
bra,1969,22.35
bra,1970,20.54
bra,1971,21.12
bra,1972,21.17
bra,1973,23.24
bra,1974,25.39
bra,1975,26.84
bra,1976,23.12
bra,1977,22.07
bra,1978,22.97
bra,1979,22.76
bra,1980,23.35
bra,1981,23.08
bra,1982,21.09
bra,1983,16.68
bra,1984,15.74
bra,1985,19.2
bra,1986,19.09
bra,1987,22.3
bra,1988,22.72
bra,1989,26.9
bra,1990,20.17
bra,1991,19.77
bra,1992,18.93
bra,1993,20.85
bra,1994,22.15
bra,1995,18.03
bra,1996,17.04
bra,1997,17.43
bra,1998,17.03
bra,1999,16.38
bra,2000,18.25
bra,2001,18.03
bra,2002,16.2
bra,2003,15.77
bra,2004,17.12
bra,2005,16.21
bra,2006,16.76
bra,2007,18.33
bra,2008,20.69
bra,2009,16.51
bra,2010,19.25
brn,1989,18.58
brn,1990,18.68
brn,1991,20.63
brn,1992,23.26
brn,1993,29.65
brn,1994,28.66
brn,1995,36.66
brn,1996,41.31
brn,1997,35.49
brn,1998,33.81
brn,1999,21.38
brn,2000,13.06
brn,2001,14.43
brn,2002,21.26
brn,2003,15.06
brn,2004,13.49
brn,2005,11.37
brn,2006,10.44
brn,2007,12.98
brn,2008,13.67
bgr,1980,34
bgr,1981,35.49
bgr,1982,34.13
bgr,1983,32.89
bgr,1984,33.2
bgr,1985,32.2
bgr,1986,35.88
bgr,1987,32.9
bgr,1988,34.42
bgr,1989,33.11
bgr,1990,25.59
bgr,1991,22.6
bgr,1992,19.89
bgr,1993,15.28
bgr,1994,9.391
bgr,1995,15.7
bgr,1996,9.042
bgr,1997,10.22
bgr,1998,16.84
bgr,1999,17.75
bgr,2000,17.98
bgr,2001,20.24
bgr,2002,19.68
bgr,2003,21.16
bgr,2004,22.75
bgr,2005,27.55
bgr,2006,32.14
bgr,2007,34.09
bgr,2008,37.54
bgr,2009,29.37
bgr,2010,24.92
bfa,1960,8.52
bfa,1961,8.654
bfa,1962,8.708
bfa,1963,8.801
bfa,1964,9.639
bfa,1965,8.712
bfa,1966,7.972
bfa,1967,8.023
bfa,1968,8.27
bfa,1969,9.61
bfa,1970,10.27
bfa,1971,14.87
bfa,1972,17.28
bfa,1973,20.63
bfa,1974,25.52
bfa,1975,23.1
bfa,1976,22.84
bfa,1977,19.56
bfa,1978,18.32
bfa,1979,16.4
bfa,1980,15.11
bfa,1981,14.13
bfa,1982,17.93
bfa,1983,17.13
bfa,1984,14.17
bfa,1985,22.95
bfa,1986,20.14
bfa,1987,19.22
bfa,1988,18.79
bfa,1989,20.41
bfa,1990,18.91
bfa,1991,21.25
bfa,1992,19.3
bfa,1993,19.46
bfa,1994,27.17
bfa,1995,23.93
bfa,1996,24.94
bfa,1997,27.39
bfa,1998,24.17
bfa,1999,18.3
bfa,2000,16.75
bfa,2001,13.78
bfa,2002,16.01
bfa,2003,17.44
bfa,2004,15.34
bfa,2005,20.45
bfa,2006,18.11
bdi,1960,6.25
bdi,1961,6.897
bdi,1962,7.377
bdi,1963,6.015
bdi,1964,5.369
bdi,1965,5.767
bdi,1966,6.768
bdi,1967,6.851
bdi,1968,8.19
bdi,1969,8.289
bdi,1970,4.531
bdi,1971,7.608
bdi,1972,3.182
bdi,1973,5.312
bdi,1974,4.052
bdi,1975,7.58
bdi,1976,9.088
bdi,1977,11.2
bdi,1978,14.04
bdi,1979,14.92
bdi,1980,13.89
bdi,1981,17.01
bdi,1982,14.46
bdi,1983,22.83
bdi,1984,18.37
bdi,1985,13.86
bdi,1986,11.64
bdi,1987,22.61
bdi,1988,15.04
bdi,1989,16.46
bdi,1990,14.54
bdi,1991,14.41
bdi,1992,10.64
bdi,1993,11.54
bdi,1994,6.974
bdi,1995,6.363
bdi,1996,8.21
bdi,1997,6.097
bdi,1998,6.772
bdi,1999,5.885
bdi,2000,6.142
bdi,2001,6.221
bdi,2002,6.44
bdi,2003,10.61
bdi,2004,13.3
bdi,2005,10.77
bdi,2006,16.38
khm,1960,20.18
khm,1961,17.78
khm,1962,18.18
khm,1963,17.65
khm,1964,15.69
khm,1965,13.49
khm,1966,18.12
khm,1967,14.84
khm,1968,14.21
khm,1969,13.91
khm,1970,12.53
khm,1993,11.88
khm,1994,11.94
khm,1995,14.55
khm,1996,14.72
khm,1997,15.02
khm,1998,11.83
khm,1999,16.98
khm,2000,17.53
khm,2001,18.68
khm,2002,18.12
khm,2003,20.1
khm,2004,16.21
khm,2005,18.47
khm,2006,20.55
khm,2007,21.2
khm,2008,18.62
khm,2009,21.36
khm,2010,17.37
cmr,1965,12.53
cmr,1966,13.34
cmr,1967,13.76
cmr,1968,13.36
cmr,1969,10.7
cmr,1970,16.03
cmr,1971,16.65
cmr,1972,18.25
cmr,1973,19.89
cmr,1974,17.08
cmr,1975,19.97
cmr,1976,17.59
cmr,1977,28.49
cmr,1978,31.25
cmr,1979,28.52
cmr,1980,20.98
cmr,1981,27.19
cmr,1982,24.8
cmr,1983,25.98
cmr,1984,25.94
cmr,1985,24.88
cmr,1986,25.51
cmr,1987,24.7
cmr,1988,20.9
cmr,1989,17.1
cmr,1990,17.81
cmr,1991,16.67
cmr,1992,14.31
cmr,1993,13.67
cmr,1994,12.57
cmr,1995,13.3
cmr,1996,14.24
cmr,1997,15.13
cmr,1998,15.05
cmr,1999,14.86
cmr,2000,16.72
cmr,2001,20.31
cmr,2002,19.79
cmr,2003,17.5
cmr,2004,18.91
cmr,2005,19.07
cmr,2006,16.81
cmr,2007,17.72
can,1965,25.7
can,1966,26.39
can,1967,23.62
can,1968,22.76
can,1969,23.56
can,1970,21.52
can,1971,22.45
can,1972,22.57
can,1973,23.92
can,1974,25.71
can,1975,24.98
can,1976,24.58
can,1977,23.65
can,1978,22.84
can,1979,24.55
can,1980,22.98
can,1981,24.81
can,1982,19.29
can,1983,19.77
can,1984,20.51
can,1985,20.91
can,1986,21.1
can,1987,22.09
can,1988,22.86
can,1989,23.28
can,1990,20.91
can,1991,18.78
can,1992,17.8
can,1993,17.85
can,1994,18.87
can,1995,18.76
can,1996,18.19
can,1997,20.73
can,1998,20.39
can,1999,20.3
can,2000,20.23
can,2001,19.18
can,2002,19.3
can,2003,19.99
can,2004,20.72
can,2005,22.08
can,2006,23.02
can,2007,23.24
can,2008,23.24
can,2009,20.87
can,2010,22.2
cpv,1986,32.81
cpv,1987,28.47
cpv,1988,22.21
cpv,1989,23.94
cpv,1990,22.9
cpv,1991,26.22
cpv,1992,34.45
cpv,1993,39.74
cpv,1994,43.35
cpv,1995,42.43
cpv,1996,24.11
cpv,1997,22
cpv,1998,19.8
cpv,1999,20.9
cpv,2000,30.71
cpv,2001,31.68
cpv,2002,35.82
cpv,2003,31.02
cpv,2004,39.47
cpv,2005,36.03
cpv,2006,38.05
cpv,2007,46.98
cpv,2008,46.57
cpv,2009,39.41
cpv,2010,47.13
caf,1960,19.64
caf,1961,21.19
caf,1962,23.28
caf,1963,21.77
caf,1964,22.13
caf,1965,21.41
caf,1966,21.13
caf,1967,21.84
caf,1968,16.22
caf,1969,16.37
caf,1970,17.98
caf,1971,18.75
caf,1972,18.43
caf,1973,20.85
caf,1974,15.5
caf,1975,13.8
caf,1976,11.97
caf,1977,11.55
caf,1978,10.89
caf,1979,9.794
caf,1980,7.007
caf,1981,8.739
caf,1982,6.669
caf,1983,11.83
caf,1984,12.31
caf,1985,15.38
caf,1986,12.8
caf,1987,12.52
caf,1988,10.36
caf,1989,11.51
caf,1990,12.31
caf,1991,12.41
caf,1992,12.16
caf,1993,10.17
caf,1994,11.7
caf,1995,13.5
caf,1996,4.303
caf,1997,9.8
caf,1998,13.54
caf,1999,14.4
caf,2000,9.518
caf,2001,8.358
caf,2002,8.958
caf,2003,6.11
caf,2004,6.163
caf,2005,8.913
caf,2006,9.245
caf,2007,8.963
caf,2008,11.63
caf,2009,10.76
tcd,1960,13.57
tcd,1961,14.78
tcd,1962,11.67
tcd,1963,15.12
tcd,1964,14.99
tcd,1965,11.03
tcd,1966,13.15
tcd,1967,15.66
tcd,1968,15.04
tcd,1969,16.85
tcd,1970,16.09
tcd,1971,15.89
tcd,1972,14.75
tcd,1973,15.23
tcd,1974,18.47
tcd,1975,20.53
tcd,1976,17.05
tcd,1977,18.51
tcd,1978,16.23
tcd,1982,3.162
tcd,1983,2.733
tcd,1984,4.83
tcd,1985,7.302
tcd,1986,8.133
tcd,1987,9.129
tcd,1988,7.035
tcd,1989,8.031
tcd,1990,6.754
tcd,1991,6.543
tcd,1992,7.468
tcd,1993,9.759
tcd,1994,16.64
tcd,1995,13.19
tcd,1996,20.25
tcd,1997,19.48
tcd,1998,16.93
tcd,1999,13.69
tcd,2000,23.27
tcd,2001,40.25
tcd,2002,60.16
tcd,2003,52.12
tcd,2004,24.28
tcd,2005,17.95
tcd,2006,14.35
tcd,2007,18
tcd,2008,24.8
tcd,2009,33.9
tcd,2010,36.8
chl,1960,17.41
chl,1961,18.16
chl,1962,15.29
chl,1963,17.94
chl,1964,17.36
chl,1965,18.26
chl,1966,18.92
chl,1967,18.75
chl,1968,18.99
chl,1969,17.8
chl,1970,19.2
chl,1971,17.2
chl,1972,14.7
chl,1973,10.47
chl,1974,24.84
chl,1975,16.97
chl,1976,15.69
chl,1977,17.35
chl,1978,21.03
chl,1979,21.06
chl,1980,21.02
chl,1981,22.7
chl,1982,11.28
chl,1983,9.854
chl,1984,13.68
chl,1985,17.19
chl,1986,18.88
chl,1987,22.17
chl,1988,22.69
chl,1989,25.27
chl,1990,25.18
chl,1991,22.38
chl,1992,24.13
chl,1993,26.93
chl,1994,24.85
chl,1995,26.18
chl,1996,27.38
chl,1997,27.72
chl,1998,26.9
chl,1999,20.9
chl,2000,21.86
chl,2001,22.09
chl,2002,21.66
chl,2003,21.11
chl,2004,20.04
chl,2005,22.2
chl,2006,20.06
chl,2007,20.48
chl,2008,25.24
chl,2009,18.87
chl,2010,21.45
chn,1960,35.54
chn,1961,18.11
chn,1962,10.51
chn,1963,16.48
chn,1964,20.1
chn,1965,23.17
chn,1966,27.13
chn,1967,19.44
chn,1968,19.13
chn,1969,19.84
chn,1970,29.02
chn,1971,29.55
chn,1972,27.4
chn,1973,29.44
chn,1974,29.01
chn,1975,30.17
chn,1976,27.93
chn,1977,28.49
chn,1978,37.8
chn,1979,36.4
chn,1980,35.19
chn,1981,33.33
chn,1982,33.52
chn,1983,34.2
chn,1984,34.89
chn,1985,38.35
chn,1986,38.36
chn,1987,37
chn,1988,37.89
chn,1989,37.27
chn,1990,36.14
chn,1991,36.12
chn,1992,37.46
chn,1993,44.48
chn,1994,42.2
chn,1995,41.9
chn,1996,40.44
chn,1997,37.95
chn,1998,37.1
chn,1999,36.74
chn,2000,35.12
chn,2001,36.27
chn,2002,37.87
chn,2003,41.2
chn,2004,43.26
chn,2005,42.1
chn,2006,42.97
chn,2007,41.74
chn,2008,44.05
chn,2009,48.24
chn,2010,47.78
col,1960,20.21
col,1961,20.44
col,1962,18.08
col,1963,17.64
col,1964,17.46
col,1965,17.67
col,1966,20.43
col,1967,18.46
col,1968,21.16
col,1969,20.47
col,1970,20.34
col,1971,19.24
col,1972,17.93
col,1973,18.1
col,1974,21.4
col,1975,17.03
col,1976,17.66
col,1977,18.71
col,1978,18.25
col,1979,18.17
col,1980,19.06
col,1981,20.63
col,1982,20.5
col,1983,19.91
col,1984,18.95
col,1985,19.03
col,1986,18
col,1987,19.06
col,1988,20.65
