suicide_age_45_59_per_100000_people,geo,time
5.56,aze,1987
5.34,aze,1988
5.73,aze,1989
3.63,aze,1990
2.86,aze,1991
4.21,aze,1992
2.23,aze,1993
1.61,aze,1994
0.77,aze,1995
2.40,aze,1996
3.34,aze,1997
1.65,aze,1998
1.50,aze,1999
0.94,aze,2000
2.35,bhr,1985
5.90,bhr,1987
2.07,bhr,1988
0.00,bhr,1999
6.73,bhr,2000
3.30,bhr,2001
44.37,blr,1981
48.84,blr,1982
44.64,blr,1985
33.24,blr,1986
35.04,blr,1987
35.96,blr,1988
41.73,blr,1989
38.97,blr,1990
40.76,blr,1991
47.70,blr,1992
54.25,blr,1993
60.60,blr,1994
62.79,blr,1995
66.47,blr,1997
66.01,blr,1998
57.25,blr,1999
57.34,blr,2000
55.11,blr,2001
54.46,blr,2002
54.95,blr,2003
37.82,blr,2007
23.11,bel,1954
22.66,bel,1955
24.27,bel,1956
23.60,bel,1957
26.14,bel,1958
21.93,bel,1959
24.87,bel,1960
23.09,bel,1961
20.89,bel,1962
23.64,bel,1963
21.36,bel,1964
22.72,bel,1965
21.88,bel,1966
23.83,bel,1967
25.62,bel,1968
22.66,bel,1969
26.60,bel,1970
24.36,bel,1971
22.05,bel,1972
22.44,bel,1973
23.17,bel,1974
23.04,bel,1975
25.13,bel,1976
27.45,bel,1977
29.05,bel,1978
32.67,bel,1979
31.71,bel,1980
31.73,bel,1981
30.33,bel,1982
32.70,bel,1983
34.24,bel,1984
32.99,bel,1985
31.23,bel,1986
32.10,bel,1987
27.31,bel,1988
23.75,bel,1989
23.50,bel,1990
21.96,bel,1991
24.25,bel,1992
29.34,bel,1993
27.38,bel,1994
29.15,bel,1995
25.86,bel,1996
30.61,bel,1997
26.36,bel,1998
25.11,bel,1999
27.13,bel,2004
14.64,bih,1985
17.87,bih,1986
15.51,bih,1987
18.06,bih,1988
14.07,bih,1989
12.09,bih,1990
12.97,bih,1991
5.61,bra,1982
6.62,bra,1983
6.50,bra,1984
6.08,bra,1985
5.59,bra,1986
6.46,bra,1987
5.87,bra,1988
5.56,bra,1989
5.86,bra,1990
6.25,bra,1991
6.50,bra,1992
5.85,bra,1993
6.10,bra,1994
6.55,bra,1995
6.82,bra,1996
7.01,bra,1997
6.78,bra,1998
6.27,bra,1999
6.54,bra,2000
7.24,bra,2001
6.93,bra,2002
6.85,bra,2003
6.61,bra,2004
7.16,bra,2005
12.93,bgr,1964
13.73,bgr,1965
14.07,bgr,1966
15.82,bgr,1967
14.41,bgr,1968
18.30,bgr,1969
16.19,bgr,1970
16.46,bgr,1971
14.11,bgr,1972
14.94,bgr,1973
16.24,bgr,1974
16.64,bgr,1975
17.74,bgr,1976
16.88,bgr,1977
16.88,bgr,1978
17.97,bgr,1979
16.42,bgr,1980
16.71,bgr,1981
17.95,bgr,1982
16.07,bgr,1983
21.31,bgr,1984
17.76,bgr,1985
17.40,bgr,1986
17.94,bgr,1987
18.27,bgr,1988
19.40,bgr,1989
16.19,bgr,1990
17.57,bgr,1991
20.92,bgr,1992
19.40,bgr,1993
20.88,bgr,1994
20.44,bgr,1995
22.40,bgr,1996
20.17,bgr,1997
20.25,bgr,1998
19.19,bgr,1999
21.68,bgr,2000
21.38,bgr,2001
18.98,bgr,2002
16.69,bgr,2003
16.85,bgr,2004
16.39,bgr,2005
15.08,bgr,2006
12.72,bgr,2007
14.52,bgr,2008
16.41,can,1950
16.44,can,1951
15.88,can,1952
14.62,can,1953
15.83,can,1954
15.37,can,1955
17.82,can,1956
17.73,can,1957
17.61,can,1958
16.38,can,1959
16.42,can,1960
17.01,can,1961
16.92,can,1962
15.80,can,1963
18.23,can,1964
18.74,can,1965
19.40,can,1966
18.46,can,1967
19.65,can,1968
22.61,can,1969
21.62,can,1970
22.95,can,1971
21.04,can,1972
22.74,can,1973
21.35,can,1974
19.99,can,1975
20.62,can,1976
22.70,can,1977
21.56,can,1978
21.18,can,1979
21.39,can,1980
20.84,can,1981
21.34,can,1982
21.08,can,1983
19.92,can,1984
17.88,can,1985
19.29,can,1986
19.70,can,1987
17.50,can,1988
17.60,can,1989
15.38,can,1990
16.23,can,1991
17.11,can,1992
17.75,can,1993
16.80,can,1994
17.71,can,1995
17.63,can,1996
17.14,can,1997
15.86,can,1998
18.10,can,1999
15.76,can,2000
17.97,can,2001
17.05,can,2002
17.59,can,2003
16.55,can,2004
6.38,chl,1955
12.29,chl,1956
11.51,chl,1957
10.70,chl,1958
8.17,chl,1959
13.03,chl,1960
12.84,chl,1961
10.78,chl,1962
5.49,chl,1963
4.25,chl,1964
3.31,chl,1965
12.14,chl,1966
4.13,chl,1967
15.79,chl,1968
12.33,chl,1969
9.49,chl,1970
8.58,chl,1971
8.01,chl,1972
9.94,chl,1973
9.50,chl,1974
12.71,chl,1975
10.63,chl,1976
12.79,chl,1977
9.61,chl,1978
8.77,chl,1979
6.91,chl,1980
10.79,chl,1981
10.57,chl,1982
9.39,chl,1983
9.15,chl,1984
10.36,chl,1985
8.09,chl,1986
8.81,chl,1987
8.45,chl,1988
7.66,chl,1989
9.47,chl,1990
8.34,chl,1991
6.57,chl,1992
7.95,chl,1993
8.64,chl,1994
10.31,chl,1995
9.58,chl,1996
8.44,chl,1997
11.12,chl,1998
10.64,chl,1999
14.23,chl,2000
16.29,chl,2001
15.15,chl,2002
14.91,chl,2003
14.85,chl,2004
14.62,chl,2005
1.29,col,1953
1.89,col,1954
2.12,col,1955
1.91,col,1956
1.22,col,1957
2.56,col,1958
4.15,col,1959
4.62,col,1960
6.30,col,1961
7.81,col,1962
6.35,col,1963
6.61,col,1964
7.63,col,1965
7.26,col,1966
10.33,col,1967
5.77,col,1968
4.52,col,1969
5.35,col,1972
5.34,col,1974
5.53,col,1975
4.33,col,1976
4.54,col,1977
5.45,col,1984
5.40,col,1985
4.66,col,1986
4.15,col,1987
3.53,col,1988
3.20,col,1989
3.18,col,1990
3.30,col,1991
3.93,col,1992
3.73,col,1993
3.87,col,1994
4.00,col,1995
4.44,col,1996
3.71,col,1997
5.74,col,1998
6.13,col,1999
6.26,col,2000
6.45,col,2001
5.55,col,2002
5.28,col,2004
5.01,col,2005
5.16,col,2006
2.11,cri,1962
5.26,cri,1963
6.26,cri,1964
6.26,cri,1965
7.81,cri,1966
3.26,cri,1967
3.62,cri,1968
8.51,cri,1969
4.16,cri,1970
3.22,cri,1971
6.94,cri,1972
4.21,cri,1973
4.45,cri,1974
5.42,cri,1975
11.86,cri,1976
6.87,cri,1977
7.21,cri,1978
5.89,cri,1979
6.88,cri,1980
5.40,cri,1981
9.08,cri,1982
5.18,cri,1983
11.45,cri,1984
9.95,cri,1985
8.52,cri,1986
7.77,cri,1987
7.31,cri,1988
6.26,cri,1989
5.97,cri,1990
7.33,cri,1991
8.70,cri,1992
8.01,cri,1993
7.21,cri,1994
9.19,cri,1995
7.50,cri,1996
9.29,cri,1997
9.27,cri,1998
10.95,cri,1999
8.66,cri,2000
8.29,cri,2001
9.02,cri,2002
10.63,cri,2003
13.13,cri,2004
11.21,cri,2005
12.46,cri,2006
35.60,hrv,1985
33.15,hrv,1986
39.09,hrv,1987
34.96,hrv,1988
32.36,hrv,1989
33.67,hrv,1990
30.18,hrv,1991
32.82,hrv,1992
31.21,hrv,1993
31.54,hrv,1994
24.67,hrv,1995
32.02,hrv,1996
26.31,hrv,1997
33.91,hrv,1998
29.77,hrv,1999
31.74,hrv,2000
24.16,hrv,2001
24.69,hrv,2002
25.91,hrv,2003
23.97,hrv,2004
26.94,hrv,2005
26.41,hrv,2006
23.21,hrv,2007
23.78,hrv,2008
18.48,cub,1964
19.68,cub,1968
15.94,cub,1969
17.45,cub,1970
22.81,cub,1971
22.80,cub,1972
29.40,cub,1973
29.14,cub,1974
27.28,cub,1975
31.17,cub,1976
27.26,cub,1977
29.05,cub,1992
28.79,cub,1993
27.76,cub,1994
27.51,cub,1995
23.09,cub,1996
25.89,cub,1997
25.97,cub,1998
23.44,cub,1999
22.57,cub,2000
19.55,cub,2001
18.92,cub,2002
18.64,cub,2003
20.87,cub,2004
17.94,cub,2005
18.79,cub,2006
17.08,cub,2007
0.82,cyp,1999
0.82,cyp,2000
1.43,cyp,2004
5.45,cyp,2005
2.57,cyp,2006
1.94,cyp,2007
30.48,cze,1986
24.47,cze,1987
24.36,cze,1988
25.05,cze,1989
27.16,cze,1990
28.14,cze,1991
26.73,cze,1992
28.07,cze,1993
23.95,cze,1994
23.34,cze,1995
20.02,cze,1996
23.29,cze,1997
21.85,cze,1998
22.12,cze,1999
21.65,cze,2000
23.07,cze,2001
22.50,cze,2002
26.03,cze,2003
25.28,cze,2004
24.21,cze,2005
22.01,cze,2006
20.34,cze,2007
19.64,cze,2008
45.78,dnk,1951
45.06,dnk,1952
46.14,dnk,1953
46.31,dnk,1954
46.48,dnk,1955
44.60,dnk,1956
40.13,dnk,1957
39.21,dnk,1958
37.75,dnk,1959
37.91,dnk,1960
31.75,dnk,1961
34.18,dnk,1962
31.50,dnk,1963
39.28,dnk,1964
40.00,dnk,1965
33.09,dnk,1966
33.86,dnk,1967
40.21,dnk,1968
39.34,dnk,1969
42.53,dnk,1970
50.18,dnk,1971
48.73,dnk,1972
45.19,dnk,1973
50.08,dnk,1974
45.86,dnk,1975
43.99,dnk,1976
42.80,dnk,1977
41.64,dnk,1978
48.96,dnk,1979
55.24,dnk,1980
54.10,dnk,1981
53.48,dnk,1982
47.93,dnk,1983
50.23,dnk,1984
45.86,dnk,1985
46.52,dnk,1986
46.89,dnk,1987
40.79,dnk,1988
45.59,dnk,1989
39.03,dnk,1990
35.49,dnk,1991
37.54,dnk,1992
34.40,dnk,1993
29.31,dnk,1994
23.99,dnk,1995
25.13,dnk,1996
19.67,dnk,1997
22.79,dnk,1998
20.72,dnk,1999
19.37,dnk,2000
19.55,dnk,2001
17.37,dnk,2002
16.46,dnk,2003
17.23,dnk,2004
15.25,dnk,2005
15.54,dnk,2006
0.13,egy,1973
0.02,egy,1974
0.19,egy,1975
0.14,egy,1976
0.47,egy,1977
0.37,egy,1978
0.32,egy,1979
0.03,egy,1980
0.12,egy,1987
0.12,egy,2000
0.04,egy,2008
8.46,slv,2005
6.98,slv,2006
52.15,est,1981
55.79,est,1982
55.52,est,1985
42.61,est,1986
38.60,est,1987
37.27,est,1988
34.75,est,1989
42.31,est,1990
41.76,est,1991
54.29,est,1992
68.22,est,1993
73.71,est,1994
79.73,est,1995
78.82,est,1996
66.52,est,1997
60.45,est,1998
52.42,est,1999
45.86,est,2000
48.03,est,2001
42.05,est,2002
39.47,est,2003
41.77,est,2004
34.63,est,2005
24.15,est,2006
25.49,est,2007
27.39,est,2008
34.77,fin,1952
39.49,fin,1953
37.19,fin,1954
41.11,fin,1955
52.73,fin,1956
48.11,fin,1957
45.42,fin,1958
41.41,fin,1959
41.08,fin,1960
42.15,fin,1961
44.16,fin,1962
42.41,fin,1963
39.64,fin,1964
36.71,fin,1965
38.70,fin,1966
41.00,fin,1967
41.99,fin,1968
44.20,fin,1969
39.25,fin,1970
37.75,fin,1971
37.88,fin,1972
38.45,fin,1973
38.73,fin,1974
35.39,fin,1975
37.45,fin,1976
41.30,fin,1977
41.22,fin,1978
37.15,fin,1979
36.81,fin,1980
35.99,fin,1981
34.92,fin,1982
38.03,fin,1983
35.03,fin,1984
36.87,fin,1985
43.10,fin,1986
38.24,fin,1987
41.91,fin,1988
40.23,fin,1989
39.38,fin,1990
42.49,fin,1991
44.08,fin,1992
42.03,fin,1993
39.42,fin,1994
38.74,fin,1995
34.43,fin,1996
37.74,fin,1997
34.59,fin,1998
34.67,fin,1999
33.00,fin,2000
33.01,fin,2001
29.68,fin,2002
30.40,fin,2003
28.77,fin,2004
29.70,fin,2005
30.26,fin,2006
28.79,fin,2007
30.31,fin,2008
27.32,fra,1950
28.62,fra,1952
29.78,fra,1953
30.61,fra,1954
30.45,fra,1955
32.51,fra,1956
30.84,fra,1957
30.55,fra,1958
30.93,fra,1959
28.06,fra,1960
28.34,fra,1961
27.33,fra,1962
27.42,fra,1963
26.70,fra,1964
27.06,fra,1965
28.15,fra,1966
28.23,fra,1967
27.23,fra,1968
26.12,fra,1969
26.08,fra,1970
26.41,fra,1971
26.80,fra,1972
25.16,fra,1973
25.10,fra,1974
24.56,fra,1975
23.85,fra,1976
24.89,fra,1977
25.36,fra,1978
27.39,fra,1979
27.69,fra,1980
27.98,fra,1981
29.75,fra,1982
30.51,fra,1983
30.86,fra,1984
32.35,fra,1985
33.28,fra,1986
31.64,fra,1987
29.32,fra,1988
28.54,fra,1989
28.57,fra,1990
27.76,fra,1991
28.45,fra,1992
28.49,fra,1993
28.23,fra,1994
27.24,fra,1995
26.81,fra,1996
27.51,fra,1997
24.52,fra,1998
23.86,fra,1999
24.74,fra,2000
24.77,fra,2001
25.19,fra,2002
26.74,fra,2003
27.63,fra,2004
26.71,fra,2005
25.84,fra,2006
25.68,fra,2007
9.81,geo,1981
8.82,geo,1982
7.36,geo,1985
8.05,geo,1986
6.88,geo,1987
6.84,geo,1988
6.76,geo,1989
6.27,geo,1990
6.37,geo,1991
4.66,geo,1992
4.97,geo,1994
6.32,geo,1995
6.74,geo,1996
6.61,geo,1997
4.70,geo,1998
5.89,geo,1999
3.73,geo,2000
2.40,geo,2001
24.25,deu,1990
23.72,deu,1991
21.64,deu,1992
20.72,deu,1993
20.66,deu,1994
20.51,deu,1995
19.64,deu,1996
20.35,deu,1997
18.99,deu,1998
17.36,deu,1999
17.77,deu,2000
17.96,deu,2001
17.36,deu,2002
17.91,deu,2003
16.70,deu,2004
16.55,deu,2005
15.44,deu,2006
6.50,grc,1961
5.38,grc,1962
5.47,grc,1963
4.95,grc,1964
4.70,grc,1965
5.94,grc,1966
6.16,grc,1967
6.41,grc,1968
5.90,grc,1969
5.60,grc,1970
4.91,grc,1971
4.09,grc,1972
4.13,grc,1973
4.18,grc,1974
4.28,grc,1975
3.82,grc,1976
4.70,grc,1977
3.71,grc,1978
4.38,grc,1979
4.01,grc,1980
4.50,grc,1981
4.73,grc,1982
4.87,grc,1983
5.08,grc,1984
5.43,grc,1985
4.43,grc,1986
5.45,grc,1987
4.97,grc,1988
4.06,grc,1989
4.01,grc,1990
4.72,grc,1991
4.39,grc,1992
5.23,grc,1993
4.44,grc,1994
3.88,grc,1995
4.12,grc,1996
4.24,grc,1997
4.94,grc,1998
4.82,grc,1999
4.05,grc,2000
3.99,grc,2001
3.58,grc,2002
5.21,grc,2003
3.79,grc,2004
3.86,grc,2005
5.00,grc,2006
3.76,grc,2007
4.88,grc,2008
5.17,gtm,1963
4.73,gtm,1964
4.11,gtm,1965
2.90,gtm,1966
6.45,gtm,1967
4.83,gtm,1968
3.49,gtm,1969
5.00,gtm,1970
5.14,gtm,1971
0.00,gtm,1974
0.00,gtm,1977
2.51,gtm,1979
2.60,gtm,1980
1.14,gtm,1981
0.59,gtm,1984
2.92,gtm,1986
3.98,gtm,1987
2.73,gtm,1988
3.24,gtm,1989
2.64,gtm,1990
2.18,gtm,1991
3.80,gtm,1992
2.77,gtm,1993
1.23,gtm,1994
2.58,gtm,1995
2.23,gtm,1996
2.50,gtm,1997
2.98,gtm,1998
3.66,gtm,1999
1.71,gtm,2000
2.64,gtm,2001
3.67,gtm,2002
3.12,gtm,2003
2.56,gtm,2004
1.77,gtm,2005
3.35,gtm,2006
31.06,hun,1955
29.81,hun,1956
34.02,hun,1957
34.99,hun,1958
40.80,hun,1959
38.98,hun,1960
37.69,hun,1961
36.00,hun,1962
41.16,hun,1963
42.46,hun,1964
44.56,hun,1965
46.58,hun,1966
45.67,hun,1967
49.54,hun,1968
50.18,hun,1969
51.25,hun,1970
54.82,hun,1971
59.34,hun,1972
57.46,hun,1973
63.15,hun,1974
60.29,hun,1975
62.35,hun,1976
59.84,hun,1977
67.36,hun,1978
67.58,hun,1979
68.88,hun,1980
67.90,hun,1981
63.92,hun,1982
73.38,hun,1983
69.22,hun,1984
67.69,hun,1985
68.54,hun,1986
68.76,hun,1987
63.23,hun,1988
63.51,hun,1989
60.34,hun,1990
57.59,hun,1991
58.82,hun,1992
52.91,hun,1993
53.93,hun,1994
50.24,hun,1995
51.01,hun,1996
44.21,hun,1997
49.80,hun,1998
49.90,hun,1999
50.48,hun,2000
46.35,hun,2001
43.07,hun,2002
44.89,hun,2003
44.21,hun,2004
43.53,hun,2005
42.43,hun,2006
41.48,hun,2007
41.53,hun,2008
6.20,irl,1950
6.41,irl,1951
4.62,irl,1952
3.19,irl,1953
4.09,irl,1954
4.18,irl,1955
4.27,irl,1956
6.04,irl,1957
6.78,irl,1958
5.57,irl,1959
5.75,irl,1960
6.83,irl,1961
3.39,irl,1962
4.15,irl,1963
3.15,irl,1964
4.35,irl,1965
3.15,irl,1966
5.06,irl,1967
4.65,irl,1968
4.61,irl,1969
2.81,irl,1970
4.03,irl,1971
7.79,irl,1972
6.14,irl,1973
6.70,irl,1974
8.00,irl,1975
8.85,irl,1976
8.12,irl,1977
9.91,irl,1978
7.13,irl,1979
13.78,irl,1980
13.59,irl,1981
10.23,irl,1982
13.04,irl,1983
11.65,irl,1984
9.90,irl,1985
13.73,irl,1986
11.03,irl,1987
10.48,irl,1988
12.57,irl,1989
16.36,irl,1990
12.51,irl,1991
14.71,irl,1992
13.12,irl,1993
17.78,irl,1994
12.92,irl,1995
12.70,irl,1996
15.78,irl,1997
17.19,irl,1998
14.91,irl,1999
15.09,irl,2000
17.45,irl,2001
14.01,irl,2002
15.38,irl,2003
16.83,irl,2004
14.18,irl,2005
14.74,irl,2006
14.49,irl,2007
12.18,irl,2008
12.73,isr,1975
14.54,isr,1976
9.76,isr,1977
9.00,isr,1978
12.42,isr,1979
9.95,isr,1980
7.85,isr,1981
9.24,isr,1982
8.11,isr,1983
7.33,isr,1984
7.52,isr,1985
10.70,isr,1986
10.68,isr,1987
12.55,isr,1988
11.21,isr,1989
10.24,isr,1990
12.44,isr,1991
10.71,isr,1992
10.58,isr,1993
11.99,isr,1994
9.65,isr,1995
6.12,isr,1996
6.51,isr,1997
6.71,isr,1998
9.26,isr,1999
7.40,isr,2000
8.70,isr,2001
8.54,isr,2002
10.65,isr,2003
9.35,isr,2004
10.65,isr,2005
7.85,isr,2006
13.32,ita,1951
12.41,ita,1952
12.86,ita,1953
11.51,ita,1954
12.71,ita,1955
13.44,ita,1956
13.17,ita,1957
12.15,ita,1958
12.06,ita,1959
11.79,ita,1960
9.58,ita,1961
9.50,ita,1962
9.28,ita,1963
9.38,ita,1964
9.54,ita,1965
8.34,ita,1966
9.17,ita,1967
9.28,ita,1968
8.72,ita,1969
9.22,ita,1970
8.83,ita,1971
8.67,ita,1972
8.46,ita,1973
7.59,ita,1974
7.64,ita,1975
7.82,ita,1976
8.78,ita,1977
9.10,ita,1978
10.25,ita,1979
10.90,ita,1980
9.94,ita,1981
10.63,ita,1982
10.66,ita,1983
10.73,ita,1984
11.36,ita,1985
11.20,ita,1986
10.37,ita,1987
9.55,ita,1988
9.74,ita,1989
8.72,ita,1990
9.15,ita,1991
9.88,ita,1992
9.54,ita,1993
8.90,ita,1994
9.46,ita,1995
9.74,ita,1996
9.26,ita,1997
8.36,ita,1998
7.65,ita,1999
8.23,ita,2000
8.10,ita,2001
8.13,ita,2002
8.11,ita,2003
7.54,ita,2006
7.75,ita,2007
31.56,jpn,1950
27.37,jpn,1951
26.10,jpn,1952
25.68,jpn,1953
27.57,jpn,1954
28.65,jpn,1955
28.11,jpn,1956
28.87,jpn,1957
28.36,jpn,1958
26.10,jpn,1959
24.48,jpn,1960
21.78,jpn,1961
19.98,jpn,1962
19.70,jpn,1963
19.23,jpn,1964
19.17,jpn,1965
19.41,jpn,1966
17.72,jpn,1967
18.11,jpn,1968
17.67,jpn,1969
18.89,jpn,1970
18.90,jpn,1971
20.94,jpn,1972
20.57,jpn,1973
20.39,jpn,1974
21.52,jpn,1975
21.58,jpn,1976
22.80,jpn,1977
22.58,jpn,1978
23.60,jpn,1979
24.15,jpn,1980
24.67,jpn,1981
26.13,jpn,1982
34.28,jpn,1983
33.46,jpn,1984
32.68,jpn,1985
34.65,jpn,1986
31.42,jpn,1987
29.14,jpn,1988
24.80,jpn,1989
24.03,jpn,1990
24.40,jpn,1991
25.31,jpn,1992
25.53,jpn,1993
25.03,jpn,1994
25.90,jpn,1995
26.75,jpn,1996
28.27,jpn,1997
39.35,jpn,1998
39.12,jpn,1999
37.54,jpn,2000
35.65,jpn,2001
37.75,jpn,2002
39.52,jpn,2003
36.56,jpn,2004
36.23,jpn,2005
34.11,jpn,2006
34.89,jpn,2007
33.16,jpn,2008
43.72,kaz,1981
46.78,kaz,1982
46.51,kaz,1985
32.99,kaz,1986
32.93,kaz,1987
33.55,kaz,1988
37.87,kaz,1989
36.11,kaz,1990
31.20,kaz,1991
32.10,kaz,1992
38.64,kaz,1993
42.14,kaz,1994
53.12,kaz,1995
56.78,kaz,1996
53.76,kaz,1997
52.34,kaz,1998
44.02,kaz,1999
47.49,kaz,2000
45.22,kaz,2001
43.68,kaz,2002
42.71,kaz,2003
38.57,kaz,2004
35.44,kaz,2005
34.79,kaz,2006
33.22,kaz,2007
30.19,kaz,2008
14.68,kor,1985
12.97,kor,1986
12.13,kor,1987
10.11,kor,1988
10.01,kor,1989
10.79,kor,1990
9.33,kor,1991
11.73,kor,1992
13.50,kor,1993
14.23,kor,1994
16.35,kor,1995
18.03,kor,1996
19.66,kor,1997
29.73,kor,1998
23.29,kor,1999
20.92,kor,2000
22.44,kor,2001
26.90,kor,2002
32.83,kor,2003
35.67,kor,2004
33.22,kor,2005
31.34,kor,2006
0.00,kwt,1972
0.00,kwt,1975
0.00,kwt,1976
0.00,kwt,1977
2.13,kwt,1978
0.84,kwt,1979
2.47,kwt,1980
1.73,kwt,1981
0.00,kwt,1982
0.57,kwt,1983
0.00,kwt,1984
0.72,kwt,1985
0.00,kwt,1986
1.79,kwt,1987
0.59,kwt,1993
1.41,kwt,1994
3.52,kwt,1995
1.37,kwt,1996
0.45,kwt,1997
1.37,kwt,1998
0.34,kwt,1999
0.33,kwt,2000
2.08,kwt,2001
1.59,kwt,2002
1.73,kwt,2008
35.37,kgz,1981
34.18,kgz,1982
31.57,kgz,1985
19.83,kgz,1986
25.09,kgz,1987
24.43,kgz,1988
25.50,kgz,1989
30.92,kgz,1990
24.33,kgz,1991
24.33,kgz,1992
30.20,kgz,1993
30.49,kgz,1994
34.55,kgz,1995
27.70,kgz,1996
27.38,kgz,1997
20.17,kgz,1998
24.23,kgz,1999
22.64,kgz,2000
20.92,kgz,2001
26.44,kgz,2002
18.68,kgz,2003
14.74,kgz,2004
13.17,kgz,2005
12.77,kgz,2006
14.20,kgz,2007
49.20,lva,1980
51.32,lva,1981
53.30,lva,1982
51.54,lva,1983
55.62,lva,1984
47.75,lva,1985
40.86,lva,1986
37.10,lva,1987
33.40,lva,1988
42.56,lva,1989
39.01,lva,1990
46.93,lva,1991
63.82,lva,1992
76.82,lva,1993
70.56,lva,1994
69.49,lva,1995
67.34,lva,1996
61.79,lva,1997
62.13,lva,1998
51.46,lva,1999
52.35,lva,2000
52.85,lva,2001
48.13,lva,2002
40.45,lva,2003
37.18,lva,2004
37.72,lva,2005
34.23,lva,2006
27.82,lva,2007
32.26,lva,2008
53.43,ltu,1981
54.50,ltu,1982
56.95,ltu,1985
43.51,ltu,1986
51.14,ltu,1987
47.41,ltu,1988
51.68,ltu,1989
48.40,ltu,1990
57.65,ltu,1991
71.52,ltu,1992
86.32,ltu,1993
90.52,ltu,1994
87.60,ltu,1995
94.88,ltu,1996
84.20,ltu,1997
86.69,ltu,1998
81.88,ltu,1999
88.84,ltu,2000
81.17,ltu,2001
76.47,ltu,2002
75.35,ltu,2003
69.93,ltu,2004
64.41,ltu,2005
51.67,ltu,2006
43.32,ltu,2007
49.28,ltu,2008
14.73,mkd,1991
11.94,mkd,1992
11.81,mkd,1993
10.77,mkd,1994
9.19,mkd,1995
12.56,mkd,1996
8.80,mkd,1997
11.12,mkd,1998
11.50,mkd,1999
7.76,mkd,2000
12.34,mkd,2001
9.48,mkd,2002
9.38,mkd,2003
8.25,mus,1961
4.14,mus,1962
9.96,mus,1963
5.54,mus,1964
12.40,mus,1965
7.88,mus,1966
3.90,mus,1967
9.96,mus,1968
1.25,mus,1969
3.55,mus,1970
15.11,mus,1971
5.51,mus,1972
14.02,mus,1973
7.09,mus,1974
7.36,mus,1975
9.46,mus,1976
11.06,mus,1977
15.60,mus,1978
7.03,mus,1979
5.09,mus,1980
2.94,mus,1981
3.94,mus,1982
2.68,mus,1983
16.45,mus,1984
13.95,mus,1985
1.83,mus,1986
18.02,mus,1987
21.81,mus,1988
19.30,mus,1989
15.22,mus,1990
17.47,mus,1991
