traffic_mortality_15_29_per_100000_people,geo,time
20.46,bra,1993
22.16,bra,1994
23.92,bra,1995
23.57,bra,1996
24.93,bra,1997
21.04,bra,1998
19.75,bra,1999
18.69,bra,2000
19.21,bra,2001
20.95,bra,2002
21.05,bra,2003
22.37,bra,2004
22.93,bra,2005
6.75,bgr,1964
8.18,bgr,1965
14.31,bgr,1966
16.07,bgr,1967
16.65,bgr,1968
15.05,bgr,1969
13.92,bgr,1970
15.36,bgr,1971
14.15,bgr,1972
13.26,bgr,1973
12.72,bgr,1974
13.44,bgr,1975
13.38,bgr,1976
13.89,bgr,1977
13.50,bgr,1978
14.36,bgr,1979
14.91,bgr,1980
13.63,bgr,1981
16.71,bgr,1982
12.55,bgr,1983
13.74,bgr,1984
13.87,bgr,1985
11.73,bgr,1986
15.15,bgr,1987
13.80,bgr,1988
14.77,bgr,1989
20.50,bgr,1990
11.82,bgr,1991
17.18,bgr,1992
14.87,bgr,1993
18.93,bgr,1994
17.07,bgr,1995
11.68,bgr,1996
10.58,bgr,1997
10.45,bgr,1998
12.78,bgr,1999
11.81,bgr,2000
14.33,bgr,2001
14.83,bgr,2002
13.81,bgr,2003
12.77,bgr,2004
12.20,bgr,2005
17.49,bgr,2006
18.91,bgr,2007
19.68,bgr,2008
18.68,can,1950
21.52,can,1951
24.58,can,1952
25.86,can,1953
24.90,can,1954
25.17,can,1955
29.54,can,1956
31.06,can,1957
27.70,can,1958
30.10,can,1959
29.72,can,1960
31.16,can,1961
34.97,can,1962
36.67,can,1963
38.68,can,1964
40.58,can,1965
43.04,can,1966
41.97,can,1967
42.04,can,1968
44.26,can,1969
39.44,can,1970
42.61,can,1971
48.01,can,1972
50.00,can,1973
48.08,can,1974
43.17,can,1975
38.26,can,1976
38.47,can,1977
36.28,can,1978
42.38,can,1979
39.53,can,1980
37.67,can,1981
27.61,can,1982
28.72,can,1983
27.02,can,1984
27.39,can,1985
27.04,can,1986
28.56,can,1987
27.18,can,1988
27.48,can,1989
22.78,can,1990
22.37,can,1991
19.29,can,1992
20.23,can,1993
17.41,can,1994
17.46,can,1995
16.02,can,1996
16.14,can,1997
14.79,can,1998
15.98,can,1999
14.57,can,2000
13.83,can,2001
13.78,can,2002
13.98,can,2003
13.86,can,2004
5.55,chl,1955
7.63,chl,1956
7.83,chl,1957
7.76,chl,1958
5.83,chl,1959
9.14,chl,1960
9.11,chl,1961
4.97,chl,1962
5.96,chl,1963
5.31,chl,1964
5.20,chl,1965
14.04,chl,1966
5.83,chl,1967
20.95,chl,1968
16.93,chl,1969
15.44,chl,1970
17.36,chl,1971
16.94,chl,1972
14.73,chl,1973
9.67,chl,1974
7.94,chl,1975
7.19,chl,1976
6.53,chl,1977
10.07,chl,1978
10.92,chl,1979
12.16,chl,1980
12.16,chl,1981
10.09,chl,1982
7.84,chl,1983
7.14,chl,1984
6.02,chl,1985
6.35,chl,1986
7.24,chl,1987
6.93,chl,1988
7.28,chl,1989
7.16,chl,1990
8.90,chl,1991
11.67,chl,1992
11.55,chl,1993
12.14,chl,1994
11.53,chl,1995
11.91,chl,1996
12.55,chl,1997
13.43,chl,1998
9.41,chl,1999
12.95,chl,2000
11.09,chl,2001
11.15,chl,2002
12.74,chl,2003
11.93,chl,2004
12.08,chl,2005
11.20,col,1953
8.14,col,1954
9.17,col,1955
9.41,col,1956
8.90,col,1957
9.51,col,1958
8.56,col,1959
8.51,col,1960
9.03,col,1961
12.90,col,1962
12.11,col,1963
12.41,col,1964
11.03,col,1965
12.37,col,1966
11.34,col,1967
13.22,col,1968
10.90,col,1969
13.60,col,1972
15.45,col,1974
14.26,col,1975
16.30,col,1976
16.18,col,1977
18.34,col,1984
18.40,col,1985
15.46,col,1986
14.10,col,1987
13.84,col,1988
12.87,col,1989
13.38,col,1990
14.69,col,1991
16.11,col,1992
17.27,col,1993
20.05,col,1994
20.88,col,1995
20.50,col,1996
19.77,col,1997
23.36,col,1998
20.47,col,1999
19.06,col,2000
18.45,col,2001
17.63,col,2002
14.84,col,2004
14.66,col,2005
15.51,col,2006
7.58,cri,1962
12.43,cri,1963
14.17,cri,1964
15.80,cri,1965
19.52,cri,1966
14.20,cri,1967
18.98,cri,1968
19.52,cri,1969
20.85,cri,1970
23.64,cri,1971
20.41,cri,1972
19.93,cri,1973
23.79,cri,1974
21.46,cri,1975
23.29,cri,1976
25.54,cri,1977
23.60,cri,1978
21.96,cri,1979
23.59,cri,1980
16.35,cri,1981
15.31,cri,1982
10.27,cri,1983
12.82,cri,1984
15.82,cri,1985
13.22,cri,1986
15.16,cri,1987
11.57,cri,1988
13.13,cri,1989
15.08,cri,1990
13.76,cri,1991
14.16,cri,1992
13.90,cri,1993
17.48,cri,1994
16.85,cri,1995
13.37,cri,1996
18.41,cri,1997
19.35,cri,1998
18.89,cri,1999
19.49,cri,2000
19.47,cri,2001
18.44,cri,2002
16.51,cri,2003
16.17,cri,2004
14.70,cri,2005
16.80,cri,2006
27.32,hrv,1985
21.19,hrv,1986
21.31,hrv,1987
22.92,hrv,1988
21.18,hrv,1989
25.01,hrv,1990
25.73,hrv,1991
18.82,hrv,1992
16.45,hrv,1993
14.08,hrv,1994
20.05,hrv,1995
17.55,hrv,1996
17.85,hrv,1997
17.42,hrv,1998
15.05,hrv,1999
19.38,hrv,2000
19.58,hrv,2001
22.16,hrv,2002
21.98,hrv,2003
22.51,hrv,2004
21.19,hrv,2005
20.25,hrv,2006
23.81,hrv,2007
23.44,hrv,2008
14.09,cub,1964
13.99,cub,1968
16.25,cub,1969
17.36,cub,1970
13.01,cub,1971
12.11,cub,1972
12.26,cub,1973
12.79,cub,1974
14.00,cub,1975
14.41,cub,1976
18.06,cub,1977
21.91,cub,1992
19.35,cub,1993
20.92,cub,1994
19.70,cub,1995
18.31,cub,1996
18.29,cub,1997
18.87,cub,1998
14.91,cub,1999
15.33,cub,2000
14.24,cub,2001
12.61,cub,2002
12.75,cub,2003
11.84,cub,2004
10.51,cub,2005
9.42,cub,2006
8.39,cub,2007
18.15,cyp,1999
22.59,cyp,2000
24.02,cyp,2004
26.36,cyp,2005
22.96,cyp,2006
19.50,cyp,2007
11.25,cze,1986
10.62,cze,1987
11.19,cze,1988
13.28,cze,1989
17.11,cze,1990
18.96,cze,1991
20.51,cze,1992
20.29,cze,1993
17.99,cze,1994
18.00,cze,1995
15.47,cze,1996
18.08,cze,1997
16.26,cze,1998
12.38,cze,1999
14.48,cze,2000
13.00,cze,2001
14.77,cze,2002
12.94,cze,2003
12.56,cze,2004
12.94,cze,2005
9.92,cze,2006
13.29,cze,2007
11.27,cze,2008
9.45,dnk,1951
9.86,dnk,1952
13.50,dnk,1953
19.79,dnk,1954
19.28,dnk,1955
15.93,dnk,1956
14.99,dnk,1957
14.18,dnk,1958
18.31,dnk,1959
17.14,dnk,1960
19.37,dnk,1961
17.48,dnk,1962
17.27,dnk,1963
21.00,dnk,1964
23.59,dnk,1965
22.72,dnk,1966
23.55,dnk,1967
24.20,dnk,1968
27.33,dnk,1969
27.41,dnk,1970
27.69,dnk,1971
26.56,dnk,1972
27.68,dnk,1973
21.32,dnk,1974
21.81,dnk,1975
25.71,dnk,1976
23.30,dnk,1977
25.74,dnk,1978
23.66,dnk,1979
23.37,dnk,1980
20.94,dnk,1981
17.22,dnk,1982
16.71,dnk,1983
20.37,dnk,1984
21.00,dnk,1985
20.69,dnk,1986
18.76,dnk,1987
19.59,dnk,1988
17.31,dnk,1989
16.35,dnk,1990
15.11,dnk,1991
16.28,dnk,1992
14.21,dnk,1993
15.31,dnk,1994
18.15,dnk,1995
15.40,dnk,1996
13.71,dnk,1997
15.01,dnk,1998
17.10,dnk,1999
14.95,dnk,2000
12.55,dnk,2001
13.62,dnk,2002
11.51,dnk,2003
10.21,dnk,2004
9.83,dnk,2005
9.37,dnk,2006
1.49,egy,1970
1.35,egy,1971
1.98,egy,1972
1.84,egy,1973
1.96,egy,1974
2.16,egy,1975
2.64,egy,1976
1.84,egy,1977
2.24,egy,1978
2.34,egy,1979
6.80,egy,1980
6.28,egy,1987
5.81,egy,2000
9.11,egy,2008
19.42,slv,2005
21.04,slv,2006
23.84,est,1981
27.66,est,1982
16.81,est,1985
18.74,est,1986
20.43,est,1987
29.66,est,1988
35.64,est,1989
47.68,est,1990
49.44,est,1991
32.27,est,1992
34.58,est,1993
43.24,est,1994
36.87,est,1995
19.79,est,1996
41.96,est,1997
33.15,est,1998
26.23,est,1999
22.48,est,2000
19.08,est,2001
25.01,est,2002
17.11,est,2003
12.60,est,2004
16.47,est,2005
21.31,est,2006
22.42,est,2007
15.12,est,2008
8.98,fin,1952
9.04,fin,1953
11.31,fin,1954
11.85,fin,1955
12.93,fin,1956
16.01,fin,1957
13.41,fin,1958
17.81,fin,1959
20.71,fin,1960
23.19,fin,1961
21.22,fin,1962
20.32,fin,1963
27.39,fin,1964
25.63,fin,1965
24.29,fin,1966
24.24,fin,1967
22.20,fin,1968
21.14,fin,1969
25.35,fin,1970
24.69,fin,1971
24.89,fin,1972
26.23,fin,1973
18.20,fin,1974
23.28,fin,1975
20.68,fin,1976
14.91,fin,1977
14.13,fin,1978
15.58,fin,1979
12.44,fin,1980
12.41,fin,1981
13.53,fin,1982
14.17,fin,1983
12.39,fin,1984
12.98,fin,1985
15.87,fin,1986
16.58,fin,1987
18.50,fin,1988
19.16,fin,1989
21.38,fin,1990
18.53,fin,1991
16.43,fin,1992
12.25,fin,1993
11.87,fin,1994
10.30,fin,1995
10.98,fin,1996
8.48,fin,1997
11.01,fin,1998
9.74,fin,1999
8.81,fin,2000
13.35,fin,2001
10.35,fin,2002
9.43,fin,2003
11.19,fin,2004
9.20,fin,2005
9.84,fin,2006
12.44,fin,2007
8.82,fin,2008
7.59,fra,1950
9.55,fra,1952
14.09,fra,1953
21.40,fra,1954
23.98,fra,1955
23.50,fra,1956
24.43,fra,1957
22.58,fra,1958
22.12,fra,1959
22.36,fra,1960
23.30,fra,1961
24.20,fra,1962
25.36,fra,1963
29.15,fra,1964
31.48,fra,1965
33.93,fra,1966
37.11,fra,1967
38.69,fra,1968
29.41,fra,1969
29.78,fra,1970
33.98,fra,1971
38.47,fra,1972
36.31,fra,1973
32.23,fra,1974
32.70,fra,1975
34.84,fra,1976
33.57,fra,1977
32.12,fra,1978
33.52,fra,1979
34.31,fra,1980
33.52,fra,1981
33.21,fra,1982
32.30,fra,1983
32.45,fra,1984
29.52,fra,1985
30.89,fra,1986
27.72,fra,1987
30.23,fra,1988
31.12,fra,1989
30.91,fra,1990
28.83,fra,1991
26.90,fra,1992
26.30,fra,1993
24.25,fra,1994
24.03,fra,1995
22.07,fra,1996
22.45,fra,1997
24.64,fra,1998
25.26,fra,1999
22.55,fra,2000
23.30,fra,2001
21.64,fra,2002
16.85,fra,2003
15.94,fra,2004
15.82,fra,2005
13.59,fra,2006
12.84,fra,2007
2.43,geo,1981
2.90,geo,1982
9.70,geo,1985
8.98,geo,1986
9.60,geo,1987
17.21,geo,1988
16.98,geo,1989
14.16,geo,1990
5.73,geo,1991
10.37,geo,1992
2.56,geo,1994
2.67,geo,1995
6.47,geo,1996
7.71,geo,1997
5.61,geo,1998
6.92,geo,1999
5.35,geo,2000
7.84,geo,2001
24.01,deu,1990
25.80,deu,1991
24.08,deu,1992
23.03,deu,1993
22.70,deu,1994
22.95,deu,1995
21.79,deu,1996
21.38,deu,1997
18.09,deu,1998
18.70,deu,1999
18.37,deu,2000
16.39,deu,2001
16.42,deu,2002
14.81,deu,2003
12.85,deu,2004
10.93,deu,2005
10.39,deu,2006
7.09,grc,1961
8.41,grc,1962
10.95,grc,1963
14.43,grc,1964
14.50,grc,1965
15.37,grc,1966
15.94,grc,1967
12.63,grc,1968
12.37,grc,1969
13.40,grc,1970
15.13,grc,1971
15.77,grc,1972
19.43,grc,1973
19.81,grc,1974
21.15,grc,1975
24.32,grc,1976
24.05,grc,1977
27.37,grc,1978
25.51,grc,1979
22.93,grc,1980
20.62,grc,1981
30.19,grc,1982
30.59,grc,1983
32.72,grc,1984
30.59,grc,1985
27.72,grc,1986
29.13,grc,1987
26.40,grc,1988
29.31,grc,1989
33.06,grc,1990
33.90,grc,1991
32.60,grc,1992
29.22,grc,1993
31.97,grc,1994
32.08,grc,1995
32.65,grc,1996
29.88,grc,1997
29.94,grc,1998
30.39,grc,1999
27.67,grc,2000
27.94,grc,2001
23.00,grc,2002
25.42,grc,2003
27.23,grc,2004
27.77,grc,2005
26.40,grc,2006
26.66,grc,2007
24.24,grc,2008
13.96,gtm,1963
9.32,gtm,1964
8.98,gtm,1965
10.23,gtm,1966
7.18,gtm,1967
7.31,gtm,1968
9.34,gtm,1969
10.01,gtm,1970
10.73,gtm,1971
3.67,gtm,1974
8.64,gtm,1977
26.86,gtm,1979
23.87,gtm,1980
15.02,gtm,1981
2.36,gtm,1984
4.78,gtm,1986
5.79,gtm,1987
6.41,gtm,1988
4.83,gtm,1989
3.56,gtm,1990
4.40,gtm,1991
6.18,gtm,1992
5.92,gtm,1993
4.87,gtm,1994
5.38,gtm,1995
5.14,gtm,1996
6.53,gtm,1997
5.99,gtm,1998
2.84,gtm,1999
3.72,gtm,2000
3.05,gtm,2001
3.14,gtm,2002
3.11,gtm,2003
3.15,gtm,2004
2.38,gtm,2005
2.78,gtm,2006
6.92,hun,1955
11.99,hun,1956
10.87,hun,1957
7.55,hun,1958
9.84,hun,1959
9.06,hun,1960
8.89,hun,1961
10.48,hun,1962
12.97,hun,1963
13.87,hun,1964
10.02,hun,1965
9.54,hun,1966
11.12,hun,1967
14.10,hun,1968
16.74,hun,1969
18.82,hun,1970
20.56,hun,1971
20.53,hun,1972
19.32,hun,1973
18.94,hun,1974
18.56,hun,1975
15.52,hun,1976
18.45,hun,1977
19.05,hun,1978
17.07,hun,1979
18.16,hun,1980
18.00,hun,1981
16.35,hun,1982
17.84,hun,1983
18.65,hun,1984
21.51,hun,1985
19.79,hun,1986
19.58,hun,1987
19.03,hun,1988
24.72,hun,1989
31.72,hun,1990
28.43,hun,1991
27.29,hun,1992
19.98,hun,1993
18.97,hun,1994
21.12,hun,1995
14.99,hun,1996
14.57,hun,1997
14.35,hun,1998
12.80,hun,1999
13.72,hun,2000
13.14,hun,2001
15.41,hun,2002
14.87,hun,2003
15.09,hun,2004
15.52,hun,2005
14.60,hun,2006
14.49,hun,2007
12.05,hun,2008
5.57,irl,1950
5.82,irl,1951
5.22,irl,1952
5.91,irl,1953
5.33,irl,1954
9.11,irl,1955
11.61,irl,1956
6.96,irl,1957
13.32,irl,1958
9.69,irl,1959
10.03,irl,1960
11.75,irl,1961
12.30,irl,1962
13.35,irl,1963
14.03,irl,1964
13.19,irl,1965
13.57,irl,1966
14.71,irl,1967
20.25,irl,1968
17.52,irl,1969
19.22,irl,1970
24.21,irl,1971
27.07,irl,1972
28.55,irl,1973
24.16,irl,1974
26.14,irl,1975
26.52,irl,1976
24.94,irl,1977
27.14,irl,1978
27.21,irl,1979
22.56,irl,1980
26.50,irl,1981
25.77,irl,1982
25.17,irl,1983
21.90,irl,1984
21.04,irl,1985
18.66,irl,1986
20.51,irl,1987
22.10,irl,1988
20.58,irl,1989
21.56,irl,1990
21.79,irl,1991
18.57,irl,1992
18.08,irl,1993
18.62,irl,1994
18.89,irl,1995
20.65,irl,1996
19.88,irl,1997
20.25,irl,1998
17.11,irl,1999
20.15,irl,2000
17.22,irl,2001
14.21,irl,2002
12.15,irl,2003
12.29,irl,2004
14.49,irl,2005
12.24,irl,2006
10.07,irl,2007
9.31,irl,2008
19.64,isr,1975
13.56,isr,1976
15.18,isr,1977
13.01,isr,1978
10.00,isr,1979
10.07,isr,1980
12.52,isr,1981
12.25,isr,1982
12.79,isr,1983
12.66,isr,1984
9.14,isr,1985
12.63,isr,1986
11.51,isr,1987
11.37,isr,1988
12.74,isr,1989
10.48,isr,1990
8.22,isr,1991
8.91,isr,1992
13.93,isr,1993
14.41,isr,1994
13.35,isr,1995
11.02,isr,1996
12.24,isr,1997
10.13,isr,1998
8.60,isr,1999
9.52,isr,2000
12.10,isr,2001
11.59,isr,2002
7.52,isr,2003
9.15,isr,2004
8.12,isr,2005
8.67,isr,2006
9.43,ita,1951
11.63,ita,1952
14.12,ita,1953
17.05,ita,1954
19.60,ita,1955
19.29,ita,1956
19.37,ita,1957
19.78,ita,1958
19.32,ita,1959
21.22,ita,1960
23.80,ita,1961
24.58,ita,1962
26.10,ita,1963
25.79,ita,1964
23.38,ita,1965
22.73,ita,1966
24.24,ita,1967
23.92,ita,1968
25.50,ita,1969
26.80,ita,1970
26.29,ita,1971
29.21,ita,1972
28.71,ita,1973
24.03,ita,1974
24.75,ita,1975
23.59,ita,1976
22.07,ita,1977
22.17,ita,1978
24.34,ita,1979
24.92,ita,1980
23.11,ita,1981
22.40,ita,1982
22.67,ita,1983
21.24,ita,1984
21.29,ita,1985
20.87,ita,1986
20.22,ita,1987
20.43,ita,1988
22.36,ita,1989
22.45,ita,1990
25.54,ita,1991
26.32,ita,1992
22.35,ita,1993
21.27,ita,1994
21.69,ita,1995
20.35,ita,1996
20.27,ita,1997
22.10,ita,1998
20.79,ita,1999
21.38,ita,2000
21.34,ita,2001
22.13,ita,2002
19.82,ita,2003
17.11,ita,2006
16.41,ita,2007
3.24,jpn,1950
3.33,jpn,1951
3.75,jpn,1952
5.08,jpn,1953
6.01,jpn,1954
6.03,jpn,1955
7.08,jpn,1956
8.22,jpn,1957
9.10,jpn,1958
12.19,jpn,1959
15.91,jpn,1960
17.29,jpn,1961
15.88,jpn,1962
16.57,jpn,1963
18.17,jpn,1964
16.80,jpn,1965
17.98,jpn,1966
17.23,jpn,1967
17.58,jpn,1968
20.15,jpn,1969
21.59,jpn,1970
21.80,jpn,1971
19.88,jpn,1972
18.41,jpn,1973
15.27,jpn,1974
14.61,jpn,1975
13.54,jpn,1976
12.98,jpn,1977
13.23,jpn,1978
12.50,jpn,1979
13.02,jpn,1980
13.92,jpn,1981
14.47,jpn,1982
14.90,jpn,1983
14.79,jpn,1984
14.95,jpn,1985
14.35,jpn,1986
14.98,jpn,1987
16.17,jpn,1988
16.87,jpn,1989
17.10,jpn,1990
15.92,jpn,1991
16.12,jpn,1992
14.36,jpn,1993
13.88,jpn,1994
13.59,jpn,1995
12.34,jpn,1996
12.01,jpn,1997
11.32,jpn,1998
10.69,jpn,1999
10.43,jpn,2000
9.85,jpn,2001
9.13,jpn,2002
8.05,jpn,2003
7.31,jpn,2004
6.47,jpn,2005
6.08,jpn,2006
5.40,jpn,2007
4.49,jpn,2008
18.30,kaz,1981
17.46,kaz,1982
12.64,kaz,1985
13.84,kaz,1986
15.88,kaz,1987
21.94,kaz,1988
27.22,kaz,1989
25.87,kaz,1990
24.90,kaz,1991
22.51,kaz,1992
20.42,kaz,1993
16.31,kaz,1994
14.54,kaz,1995
13.46,kaz,1996
13.44,kaz,1997
15.86,kaz,1998
11.35,kaz,1999
11.30,kaz,2000
15.03,kaz,2001
13.71,kaz,2002
14.94,kaz,2003
23.27,kaz,2004
30.28,kaz,2005
37.78,kaz,2006
39.21,kaz,2007
28.72,kaz,2008
11.97,kor,1985
12.20,kor,1986
14.04,kor,1987
14.54,kor,1988
19.11,kor,1989
22.49,kor,1990
23.56,kor,1991
24.12,kor,1992
24.52,kor,1993
29.53,kor,1994
34.53,kor,1995
33.79,kor,1996
29.26,kor,1997
20.78,kor,1998
19.59,kor,1999
19.32,kor,2000
15.09,kor,2001
12.66,kor,2002
12.62,kor,2003
9.94,kor,2004
8.99,kor,2005
9.26,kor,2006
20.57,kwt,1972
43.27,kwt,1975
28.93,kwt,1976
28.64,kwt,1977
31.49,kwt,1978
38.86,kwt,1979
23.36,kwt,1980
26.08,kwt,1981
31.97,kwt,1982
22.44,kwt,1983
25.30,kwt,1984
22.29,kwt,1985
17.89,kwt,1986
14.62,kwt,1987
28.32,kwt,1993
25.75,kwt,1994
23.64,kwt,1995
24.99,kwt,1996
28.39,kwt,1997
23.01,kwt,1998
27.84,kwt,1999
24.66,kwt,2000
23.67,kwt,2001
23.53,kwt,2002
23.69,kwt,2008
27.17,kgz,1981
23.10,kgz,1982
19.31,kgz,1985
14.41,kgz,1986
19.07,kgz,1987
22.03,kgz,1988
31.96,kgz,1989
27.29,kgz,1990
27.94,kgz,1991
20.40,kgz,1992
15.78,kgz,1993
11.83,kgz,1994
11.23,kgz,1995
10.96,kgz,1996
10.86,kgz,1997
8.74,kgz,1998
7.31,kgz,1999
7.38,kgz,2000
8.68,kgz,2001
11.87,kgz,2002
14.02,kgz,2003
14.56,kgz,2004
12.23,kgz,2005
14.78,kgz,2006
16.20,kgz,2007
37.40,lva,1980
34.53,lva,1981
32.52,lva,1982
32.58,lva,1983
35.39,lva,1984
30.99,lva,1985
25.74,lva,1986
28.92,lva,1987
32.42,lva,1988
52.79,lva,1989
53.95,lva,1990
51.09,lva,1991
43.63,lva,1992
40.33,lva,1993
49.76,lva,1994
44.64,lva,1995
39.12,lva,1996
35.50,lva,1997
44.66,lva,1998
34.98,lva,1999
36.56,lva,2000
31.73,lva,2001
27.21,lva,2002
30.30,lva,2003
26.08,lva,2004
23.11,lva,2005
20.81,lva,2006
20.68,lva,2007
20.47,lva,2008
30.84,ltu,1981
34.31,ltu,1982
26.00,ltu,1985
22.39,ltu,1986
23.73,ltu,1987
35.38,ltu,1988
40.66,ltu,1989
35.64,ltu,1990
49.07,ltu,1991
31.60,ltu,1992
38.40,ltu,1993
29.21,ltu,1994
25.91,ltu,1995
32.43,ltu,1996
31.11,ltu,1997
37.37,ltu,1998
30.72,ltu,1999
25.83,ltu,2000
27.93,ltu,2001
27.62,ltu,2002
28.38,ltu,2003
27.81,ltu,2004
33.18,ltu,2005
31.23,ltu,2006
31.74,ltu,2007
20.41,ltu,2008
5.59,mkd,1991
7.97,mkd,1992
3.44,mkd,1993
2.36,mkd,1994
4.69,mkd,1995
7.16,mkd,1996
5.22,mkd,1997
8.32,mkd,1998
6.59,mkd,1999
4.91,mkd,2000
4.27,mkd,2001
7.48,mkd,2002
6.21,mkd,2003
8.17,mus,1961
9.19,mus,1962
5.75,mus,1963
9.73,mus,1964
6.38,mus,1965
8.12,mus,1966
6.75,mus,1967
5.38,mus,1968
7.40,mus,1969
10.65,mus,1970
8.67,mus,1971
7.24,mus,1972
13.37,mus,1973
14.49,mus,1974
17.73,mus,1975
16.68,mus,1976
14.20,mus,1977
15.02,mus,1978
14.08,mus,1979
5.05,mus,1980
3.99,mus,1981
0.93,mus,1982
0.00,mus,1983
1.66,mus,1984
1.61,mus,1985
0.98,mus,1986
8.71,mus,1987
11.72,mus,1988
12.40,mus,1989
8.18,mus,1990
14.16,mus,1991
13.50,mus,1992
