geo,sex_ratio_15_49_years,time
ben,86.15,1960
ben,84.66,1965
ben,86.66,1970
ben,88.89,1975
ben,91.50,1980
ben,94.32,1985
ben,96.73,1990
ben,101.20,1995
ben,102.10,2000
ben,104.00,2005
ben,104.60,2010
ben,104.30,2015
ben,103.90,2020
ben,103.60,2025
ben,103.30,2030
ben,103.20,2035
ben,103.10,2040
ben,103.10,2045
ben,103.10,2050
btn,106.20,1950
btn,105.50,1955
btn,105.20,1960
btn,104.80,1965
btn,104.10,1970
btn,109.90,1975
btn,112.40,1980
btn,110.20,1985
btn,108.00,1990
btn,104.30,1995
btn,102.40,2000
btn,117.60,2005
btn,116.60,2010
btn,116.40,2015
btn,112.80,2020
btn,110.30,2025
btn,106.50,2030
btn,101.90,2035
btn,101.00,2040
btn,100.80,2045
btn,100.90,2050
bol,99.73,1950
bol,98.86,1955
bol,98.27,1960
bol,97.68,1965
bol,96.93,1970
bol,96.30,1975
bol,96.27,1980
bol,96.53,1985
bol,97.01,1990
bol,97.62,1995
bol,98.37,2000
bol,99.23,2005
bol,100.10,2010
bol,100.80,2015
bol,101.30,2020
bol,101.80,2025
bol,102.20,2030
bol,102.50,2035
bol,102.70,2040
bol,102.90,2045
bol,103.10,2050
bih,91.39,1950
bih,91.51,1955
bih,91.50,1960
bih,94.35,1965
bih,96.31,1970
bih,99.27,1975
bih,100.10,1980
bih,100.70,1985
bih,102.20,1990
bih,96.65,1995
bih,94.00,2000
bih,94.02,2005
bih,95.07,2010
bih,96.86,2015
bih,99.67,2020
bih,102.60,2025
bih,104.30,2030
bih,105.30,2035
bih,106.30,2040
bih,106.30,2045
bih,106.40,2050
bwa,96.48,1950
bwa,96.21,1955
bwa,90.56,1960
bwa,87.89,1965
bwa,89.45,1970
bwa,92.21,1975
bwa,95.41,1980
bwa,96.29,1985
bwa,97.86,1990
bwa,98.94,1995
bwa,99.81,2000
bwa,102.00,2005
bwa,104.60,2010
bwa,107.20,2015
bwa,108.30,2020
bwa,107.90,2025
bwa,106.50,2030
bwa,105.10,2035
bwa,104.40,2040
bwa,104.00,2045
bwa,104.00,2050
bra,99.30,1950
bra,100.20,1955
bra,100.10,1960
bra,100.00,1965
bra,99.93,1970
bra,99.82,1975
bra,99.81,1980
bra,99.24,1985
bra,98.55,1990
bra,98.04,1995
bra,98.02,2000
bra,98.09,2005
bra,98.34,2010
bra,98.82,2015
bra,99.42,2020
bra,100.00,2025
bra,100.60,2030
bra,101.00,2035
bra,101.40,2040
bra,101.70,2045
bra,102.00,2050
brn,107.30,1950
brn,109.20,1955
brn,109.20,1960
brn,109.80,1965
brn,108.10,1970
brn,108.10,1975
brn,118.80,1980
brn,115.80,1985
brn,116.30,1990
brn,110.60,1995
brn,105.70,2000
brn,102.40,2005
brn,99.71,2010
brn,98.43,2015
brn,98.75,2020
brn,99.08,2025
brn,99.59,2030
brn,100.10,2035
brn,100.10,2040
brn,100.20,2045
brn,100.30,2050
bgr,102.50,1950
bgr,101.40,1955
bgr,101.20,1960
bgr,101.20,1965
bgr,101.60,1970
bgr,101.40,1975
bgr,101.80,1980
bgr,101.60,1985
bgr,101.10,1990
bgr,101.10,1995
bgr,102.00,2000
bgr,102.70,2005
bgr,103.30,2010
bgr,103.80,2015
bgr,104.30,2020
bgr,104.80,2025
bgr,105.20,2030
bgr,105.50,2035
bgr,106.00,2040
bgr,106.20,2045
bgr,106.40,2050
bfa,110.30,1950
bfa,106.60,1955
bfa,103.60,1960
bfa,100.50,1965
bfa,97.74,1970
bfa,95.64,1975
bfa,93.81,1980
bfa,93.03,1985
bfa,94.22,1990
bfa,95.48,1995
bfa,96.72,2000
bfa,99.73,2005
bfa,100.50,2010
bfa,100.90,2015
bfa,101.20,2020
bfa,101.50,2025
bfa,101.50,2030
bfa,101.60,2035
bfa,101.70,2040
bfa,101.80,2045
bfa,101.90,2050
bdi,91.07,1950
bdi,90.34,1955
bdi,90.04,1960
bdi,89.84,1965
bdi,90.60,1970
bdi,89.16,1975
bdi,91.33,1980
bdi,93.86,1985
bdi,95.48,1990
bdi,95.01,1995
bdi,94.05,2000
bdi,96.33,2005
bdi,97.50,2010
bdi,97.85,2015
bdi,97.94,2020
bdi,97.99,2025
bdi,97.97,2030
bdi,97.89,2035
bdi,97.78,2040
bdi,97.70,2045
bdi,97.62,2050
khm,101.30,1950
khm,101.30,1955
khm,101.30,1960
khm,101.30,1965
khm,101.30,1970
khm,101.20,1975
khm,80.02,1980
khm,84.33,1985
khm,87.87,1990
khm,90.55,1995
khm,93.48,2000
khm,95.69,2005
khm,98.03,2010
khm,100.00,2015
khm,101.40,2020
khm,102.00,2025
khm,102.30,2030
khm,102.60,2035
khm,102.70,2040
khm,102.80,2045
khm,102.80,2050
cmr,96.75,1950
cmr,96.89,1955
cmr,97.01,1960
cmr,97.16,1965
cmr,97.50,1970
cmr,97.86,1975
cmr,98.25,1980
cmr,98.60,1985
cmr,98.94,1990
cmr,99.19,1995
cmr,99.67,2000
cmr,100.50,2005
cmr,101.50,2010
cmr,102.10,2015
cmr,102.10,2020
cmr,101.70,2025
cmr,101.40,2030
cmr,101.20,2035
cmr,101.00,2040
cmr,100.80,2045
cmr,100.60,2050
can,101.10,1950
can,101.60,1955
can,102.60,1960
can,100.60,1965
can,103.00,1970
can,103.10,1975
can,102.70,1980
can,102.60,1985
can,102.20,1990
can,101.70,1995
can,102.00,2000
can,102.20,2005
can,102.30,2010
can,103.40,2015
can,104.30,2020
can,105.20,2025
can,105.60,2030
can,105.90,2035
can,106.10,2040
can,106.20,2045
can,106.20,2050
cpv,85.42,1950
cpv,84.37,1955
cpv,82.92,1960
cpv,85.35,1965
cpv,87.37,1970
cpv,80.89,1975
cpv,74.93,1980
cpv,79.36,1985
cpv,83.72,1990
cpv,86.28,1995
cpv,88.98,2000
cpv,92.26,2005
cpv,94.76,2010
cpv,95.03,2015
cpv,95.34,2020
cpv,95.72,2025
cpv,96.70,2030
cpv,97.02,2035
cpv,97.37,2040
cpv,97.70,2045
cpv,97.98,2050
caf,98.52,1950
caf,98.12,1955
caf,97.84,1960
caf,97.59,1965
caf,97.13,1970
caf,96.92,1975
caf,96.85,1980
caf,96.80,1985
caf,96.58,1990
caf,96.36,1995
caf,96.30,2000
caf,96.89,2005
caf,97.96,2010
caf,98.82,2015
caf,99.18,2020
caf,99.17,2025
caf,99.05,2030
caf,98.92,2035
caf,98.83,2040
caf,98.78,2045
caf,98.74,2050
tcd,96.63,1950
tcd,97.14,1955
tcd,98.11,1960
tcd,98.75,1965
tcd,98.25,1970
tcd,98.11,1975
tcd,98.04,1980
tcd,98.05,1985
tcd,97.89,1990
tcd,97.83,1995
tcd,98.03,2000
tcd,98.81,2005
tcd,99.65,2010
tcd,100.30,2015
tcd,100.60,2020
tcd,100.70,2025
tcd,100.70,2030
tcd,100.70,2035
tcd,100.70,2040
tcd,100.70,2045
tcd,100.70,2050
chanisl,97.65,1950
chanisl,98.62,1955
chanisl,99.81,1960
chanisl,101.00,1965
chanisl,101.90,1970
chanisl,100.90,1975
chanisl,99.22,1980
chanisl,99.34,1985
chanisl,98.24,1990
chanisl,96.99,1995
chanisl,97.02,2000
chanisl,97.44,2005
chanisl,98.21,2010
chanisl,99.48,2015
chanisl,101.10,2020
chanisl,102.70,2025
chanisl,104.10,2030
chanisl,104.20,2035
chanisl,104.50,2040
chanisl,104.10,2045
chanisl,104.20,2050
chl,97.84,1950
chl,97.84,1955
chl,97.94,1960
chl,98.16,1965
chl,98.38,1970
chl,98.61,1975
chl,99.19,1980
chl,99.69,1985
chl,100.00,1990
chl,100.30,1995
chl,100.50,2000
chl,100.80,2005
chl,101.10,2010
chl,101.40,2015
chl,101.70,2020
chl,101.90,2025
chl,102.10,2030
chl,102.20,2035
chl,102.30,2040
chl,102.40,2045
chl,102.50,2050
chn,110.30,1950
chn,111.00,1955
chn,111.40,1960
chn,111.80,1965
chn,110.60,1970
chn,110.10,1975
chn,109.50,1980
chn,108.50,1985
chn,107.50,1990
chn,106.80,1995
chn,106.20,2000
chn,106.50,2005
chn,107.30,2010
chn,108.70,2015
chn,110.70,2020
chn,112.90,2025
chn,114.70,2030
chn,116.30,2035
chn,117.60,2040
chn,117.70,2045
chn,117.00,2050
hkg,112.70,1950
hkg,113.70,1955
hkg,114.30,1960
hkg,109.50,1965
hkg,110.50,1970
hkg,112.40,1975
hkg,116.40,1980
hkg,111.10,1985
hkg,106.70,1990
hkg,96.76,1995
hkg,89.36,2000
hkg,86.68,2005
hkg,84.86,2010
hkg,87.66,2015
hkg,91.37,2020
hkg,95.29,2025
hkg,98.44,2030
hkg,99.69,2035
hkg,99.35,2040
hkg,98.39,2045
hkg,97.32,2050
mac,120.60,1950
mac,107.70,1955
mac,97.18,1960
mac,102.90,1965
mac,105.50,1970
mac,110.70,1975
mac,113.00,1980
mac,103.50,1985
mac,92.83,1990
mac,89.51,1995
mac,85.75,2000
mac,84.27,2005
mac,84.04,2010
mac,85.63,2015
mac,88.52,2020
mac,89.00,2025
mac,89.60,2030
mac,90.32,2035
mac,91.38,2040
mac,92.47,2045
mac,92.17,2050
col,99.94,1950
col,99.21,1955
col,98.60,1960
col,98.15,1965
col,97.92,1970
col,98.14,1975
col,98.45,1980
col,98.47,1985
col,98.12,1990
col,97.17,1995
col,96.94,2000
col,97.06,2005
col,97.36,2010
col,97.80,2015
col,98.37,2020
col,98.93,2025
col,99.48,2030
col,99.97,2035
col,100.40,2040
col,100.80,2045
col,101.20,2050
com,98.56,1950
com,99.05,1955
com,99.28,1960
com,100.20,1965
com,100.70,1970
com,100.90,1975
com,101.20,1980
com,101.30,1985
com,101.10,1990
com,101.10,1995
com,101.00,2000
com,101.00,2005
com,101.10,2010
com,101.10,2015
com,101.20,2020
com,101.40,2025
com,101.50,2030
com,101.70,2035
com,101.90,2040
com,102.10,2045
com,102.40,2050
cog,97.13,1950
cog,97.35,1955
cog,97.49,1960
cog,97.67,1965
cog,98.11,1970
cog,98.47,1975
cog,98.78,1980
cog,99.06,1985
cog,99.21,1990
cog,99.28,1995
cog,99.76,2000
cog,100.60,2005
cog,101.40,2010
cog,101.50,2015
cog,101.30,2020
cog,101.10,2025
cog,100.90,2030
cog,100.70,2035
cog,100.70,2040
cog,100.70,2045
cog,100.70,2050
cri,108.60,1950
cri,106.80,1955
cri,104.70,1960
cri,103.30,1965
cri,102.10,1970
cri,101.80,1975
cri,103.90,1980
cri,104.50,1985
cri,104.50,1990
cri,104.60,1995
cri,104.60,2000
cri,104.80,2005
cri,104.70,2010
cri,104.70,2015
cri,104.70,2020
cri,104.80,2025
cri,104.80,2030
cri,104.90,2035
cri,104.90,2040
cri,104.80,2045
cri,104.80,2050
civ,104.20,1950
civ,106.70,1955
civ,109.00,1960
civ,112.80,1965
civ,114.50,1970
civ,116.10,1975
civ,116.80,1980
civ,116.00,1985
civ,113.40,1990
civ,111.10,1995
civ,107.80,2000
civ,105.30,2005
civ,103.90,2010
civ,103.00,2015
civ,102.20,2020
civ,101.70,2025
civ,101.30,2030
civ,101.30,2035
civ,101.20,2040
civ,101.30,2045
civ,101.30,2050
hrv,90.66,1950
hrv,91.41,1955
hrv,92.35,1960
hrv,94.82,1965
hrv,99.52,1970
hrv,102.70,1975
hrv,103.20,1980
hrv,102.90,1985
hrv,102.70,1990
hrv,101.80,1995
hrv,101.90,2000
hrv,101.40,2005
hrv,101.80,2010
hrv,102.40,2015
hrv,103.10,2020
hrv,103.70,2025
hrv,104.10,2030
hrv,104.40,2035
hrv,104.90,2040
hrv,105.20,2045
hrv,105.40,2050
cub,104.40,1950
cub,102.20,1955
cub,101.40,1960
cub,101.60,1965
cub,102.30,1970
cub,102.40,1975
cub,102.80,1980
cub,100.40,1985
cub,100.80,1990
cub,100.70,1995
cub,101.30,2000
cub,102.20,2005
cub,103.30,2010
cub,104.60,2015
cub,105.90,2020
cub,106.70,2025
cub,106.90,2030
cub,106.80,2035
cub,106.80,2040
cub,107.00,2045
cub,107.40,2050
cyp,93.16,1950
cyp,90.88,1955
cyp,92.31,1960
cyp,93.94,1965
cyp,95.80,1970
cyp,99.83,1975
cyp,102.70,1980
cyp,101.50,1985
cyp,101.90,1990
cyp,102.00,1995
cyp,97.90,2000
cyp,94.73,2005
cyp,96.18,2010
cyp,97.75,2015
cyp,99.91,2020
cyp,102.00,2025
cyp,103.10,2030
cyp,103.30,2035
cyp,103.40,2040
cyp,103.70,2045
cyp,104.00,2050
cze,97.77,1950
cze,97.81,1955
cze,98.00,1960
cze,99.08,1965
cze,99.94,1970
cze,101.10,1975
cze,101.90,1980
cze,102.20,1985
cze,102.40,1990
cze,102.70,1995
cze,103.10,2000
cze,103.80,2005
cze,106.20,2010
cze,106.40,2015
cze,106.40,2020
cze,106.50,2025
cze,106.50,2030
cze,106.30,2035
cze,106.10,2040
cze,106.20,2045
cze,106.20,2050
prk,70.26,1950
prk,76.76,1955
prk,82.45,1960
prk,87.41,1965
prk,90.94,1970
prk,95.46,1975
prk,99.24,1980
prk,101.80,1985
prk,102.70,1990
prk,103.10,1995
prk,103.10,2000
prk,103.40,2005
prk,103.70,2010
prk,103.90,2015
prk,104.20,2020
prk,104.50,2025
prk,104.60,2030
prk,104.70,2035
prk,104.90,2040
prk,105.20,2045
prk,105.50,2050
cod,85.93,1950
cod,87.64,1955
cod,89.33,1960
cod,91.09,1965
cod,92.93,1970
cod,94.50,1975
cod,95.76,1980
cod,96.75,1985
cod,97.46,1990
cod,97.81,1995
cod,98.17,2000
cod,98.56,2005
cod,98.87,2010
cod,98.96,2015
cod,99.00,2020
cod,98.94,2025
cod,98.83,2030
cod,98.71,2035
cod,98.62,2040
cod,98.55,2045
cod,98.54,2050
dnk,99.06,1950
dnk,99.16,1955
dnk,99.72,1960
dnk,101.00,1965
dnk,102.70,1970
dnk,103.60,1975
dnk,103.90,1980
dnk,104.40,1985
dnk,104.50,1990
dnk,104.20,1995
dnk,103.40,2000
dnk,102.70,2005
dnk,103.00,2010
dnk,103.40,2015
dnk,104.00,2020
dnk,105.20,2025
dnk,106.50,2030
dnk,107.50,2035
dnk,108.00,2040
dnk,108.40,2045
dnk,108.70,2050
dji,98.65,1950
dji,98.82,1955
dji,99.11,1960
dji,99.46,1965
dji,99.40,1970
dji,99.42,1975
dji,99.53,1980
dji,99.66,1985
dji,99.84,1990
dji,100.10,1995
dji,100.30,2000
dji,100.70,2005
dji,101.10,2010
dji,101.60,2015
dji,101.90,2020
dji,102.00,2025
dji,102.00,2030
dji,102.00,2035
dji,101.90,2040
dji,101.90,2045
dji,101.80,2050
dom,103.90,1950
dom,103.40,1955
dom,102.70,1960
dom,101.80,1965
dom,101.20,1970
dom,100.80,1975
dom,100.50,1980
dom,100.20,1985
dom,100.00,1990
dom,99.79,1995
dom,99.77,2000
dom,99.88,2005
dom,99.98,2010
dom,100.10,2015
dom,100.20,2020
dom,100.40,2025
dom,100.60,2030
dom,100.90,2035
dom,101.20,2040
dom,101.40,2045
dom,101.60,2050
ecu,99.67,1950
ecu,100.40,1955
ecu,101.00,1960
ecu,101.30,1965
ecu,101.40,1970
ecu,101.40,1975
ecu,101.50,1980
ecu,101.40,1985
ecu,101.40,1990
ecu,101.30,1995
ecu,101.00,2000
ecu,100.80,2005
ecu,100.70,2010
ecu,100.80,2015
ecu,101.00,2020
ecu,101.20,2025
ecu,101.40,2030
ecu,101.70,2035
ecu,102.10,2040
ecu,102.40,2045
ecu,102.70,2050
egy,99.35,1950
egy,99.74,1955
egy,100.20,1960
egy,100.80,1965
egy,100.70,1970
egy,100.50,1975
egy,99.96,1980
egy,100.90,1985
egy,101.20,1990
egy,101.20,1995
egy,100.90,2000
egy,100.60,2005
egy,100.70,2010
egy,100.70,2015
egy,101.00,2020
egy,101.10,2025
egy,101.20,2030
egy,101.30,2035
egy,101.30,2040
egy,101.40,2045
egy,101.60,2050
slv,94.45,1950
slv,94.92,1955
slv,94.59,1960
slv,96.19,1965
slv,97.62,1970
slv,96.62,1975
slv,94.15,1980
slv,91.17,1985
slv,90.62,1990
slv,89.43,1995
slv,87.57,2000
slv,85.01,2005
slv,84.43,2010
slv,84.77,2015
slv,85.36,2020
slv,86.78,2025
slv,89.47,2030
slv,92.28,2035
slv,94.84,2040
slv,96.69,2045
slv,98.21,2050
gnq,97.42,1950
gnq,97.13,1955
gnq,96.47,1960
gnq,96.01,1965
gnq,96.00,1970
gnq,95.45,1975
gnq,96.41,1980
gnq,97.57,1985
gnq,97.64,1990
gnq,97.67,1995
gnq,97.49,2000
gnq,97.59,2005
gnq,98.24,2010
gnq,99.05,2015
gnq,99.53,2020
gnq,99.69,2025
gnq,99.83,2030
gnq,99.95,2035
gnq,100.10,2040
gnq,100.10,2045
gnq,100.20,2050
eri,97.28,1950
eri,97.90,1955
eri,98.15,1960
eri,98.52,1965
eri,98.94,1970
eri,98.82,1975
eri,91.22,1980
eri,92.19,1985
eri,94.18,1990
eri,93.99,1995
eri,95.84,2000
eri,97.00,2005
eri,98.35,2010
eri,98.90,2015
eri,99.40,2020
eri,99.73,2025
eri,100.10,2030
eri,100.70,2035
eri,101.20,2040
eri,101.60,2045
eri,101.90,2050
est,75.74,1950
est,80.91,1955
est,82.35,1960
est,87.54,1965
est,95.11,1970
est,98.86,1975
est,99.00,1980
est,98.59,1985
est,99.28,1990
est,96.50,1995
est,96.61,2000
est,97.97,2005
est,99.09,2010
est,100.30,2015
est,101.50,2020
est,102.60,2025
est,103.50,2030
est,104.00,2035
est,104.50,2040
est,104.70,2045
est,104.80,2050
eth,100.30,1950
eth,100.10,1955
eth,99.85,1960
eth,99.78,1965
eth,99.24,1970
eth,98.86,1975
eth,98.61,1980
eth,98.49,1985
eth,98.48,1990
eth,98.47,1995
eth,98.44,2000
eth,98.82,2005
eth,99.27,2010
eth,99.61,2015
eth,99.77,2020
eth,99.84,2025
eth,99.89,2030
eth,99.93,2035
eth,99.94,2040
eth,99.95,2045
eth,99.94,2050
fji,108.10,1950
fji,102.70,1955
fji,104.70,1960
fji,102.30,1965
fji,101.80,1970
fji,100.30,1975
fji,100.60,1980
fji,100.60,1985
fji,102.20,1990
fji,103.20,1995
fji,104.00,2000
fji,104.90,2005
fji,105.70,2010
fji,106.70,2015
fji,107.60,2020
fji,107.90,2025
fji,108.20,2030
fji,108.40,2035
fji,108.40,2040
fji,108.60,2045
fji,108.90,2050
fin,93.05,1950
fin,94.01,1955
fin,96.18,1960
fin,98.77,1965
fin,101.20,1970
fin,103.40,1975
fin,104.20,1980
fin,104.50,1985
fin,104.40,1990
fin,104.10,1995
fin,103.80,2000
fin,103.80,2005
fin,104.10,2010
fin,104.40,2015
fin,104.70,2020
fin,104.80,2025
fin,104.90,2030
fin,104.90,2035
fin,105.00,2040
fin,105.10,2045
fin,105.20,2050
fra,100.90,1950
fra,101.20,1955
fra,102.10,1960
fra,103.20,1965
fra,103.80,1970
fra,104.40,1975
fra,103.20,1980
fra,102.20,1985
fra,101.50,1990
fra,100.50,1995
fra,99.80,2000
fra,99.93,2005
fra,101.10,2010
fra,102.40,2015
fra,103.60,2020
fra,104.40,2025
fra,105.00,2030
fra,105.50,2035
fra,105.60,2040
fra,105.60,2045
fra,105.40,2050
guf,114.80,1950
guf,107.20,1955
guf,104.30,1960
guf,122.80,1965
guf,120.60,1970
guf,100.10,1975
guf,113.00,1980
guf,115.50,1985
guf,112.70,1990
guf,109.20,1995
guf,105.90,2000
guf,97.58,2005
guf,97.36,2010
guf,97.53,2015
guf,98.83,2020
guf,100.20,2025
guf,100.90,2030
guf,101.80,2035
guf,102.20,2040
guf,102.60,2045
guf,103.00,2050
pyf,103.20,1950
pyf,103.30,1955
pyf,103.30,1960
pyf,105.10,1965
pyf,105.20,1970
pyf,114.90,1975
pyf,114.80,1980
pyf,112.60,1985
pyf,110.90,1990
pyf,109.80,1995
pyf,106.50,2000
pyf,105.10,2005
pyf,104.60,2010
pyf,104.40,2015
pyf,104.10,2020
pyf,104.00,2025
pyf,104.10,2030
pyf,104.90,2035
pyf,104.80,2040
pyf,104.60,2045
pyf,104.60,2050
gab,97.01,1950
gab,96.99,1955
gab,97.00,1960
gab,97.01,1965
gab,97.08,1970
gab,97.69,1975
gab,98.19,1980
gab,99.19,1985
gab,99.34,1990
gab,98.57,1995
gab,97.95,2000
gab,99.01,2005
gab,100.20,2010
gab,101.00,2015
gab,101.90,2020
gab,102.90,2025
gab,103.30,2030
gab,103.30,2035
gab,103.20,2040
gab,103.10,2045
