geo,population_aged_0_4_years_female_percent,time
aze,5.54,2035
aze,5.66,2040
aze,5.60,2045
aze,5.34,2050
bhs,14.29,1950
bhs,14.89,1955
bhs,17.86,1960
bhs,18.06,1965
bhs,15.29,1970
bhs,13.68,1975
bhs,12.26,1980
bhs,11.76,1985
bhs,10.85,1990
bhs,10.49,1995
bhs,9.68,2000
bhs,8.48,2005
bhs,7.91,2010
bhs,7.45,2015
bhs,7.04,2020
bhs,6.22,2025
bhs,6.05,2030
bhs,5.83,2035
bhs,5.65,2040
bhs,5.51,2045
bhs,5.44,2050
bhr,18.52,1950
bhr,19.35,1955
bhr,19.18,1960
bhr,20.62,1965
bhr,18.63,1970
bhr,16.26,1975
bhr,15.17,1980
bhr,13.69,1985
bhr,13.73,1990
bhr,13.64,1995
bhr,10.79,2000
bhr,10.65,2005
bhr,9.83,2010
bhr,8.97,2015
bhr,7.99,2020
bhr,7.40,2025
bhr,7.11,2030
bhr,6.69,2035
bhr,6.37,2040
bhr,6.07,2045
bhr,5.84,2050
bgd,16.50,1950
bgd,17.96,1955
bgd,18.03,1960
bgd,18.19,1965
bgd,18.32,1970
bgd,18.48,1975
bgd,18.28,1980
bgd,17.27,1985
bgd,15.44,1990
bgd,13.75,1995
bgd,12.53,2000
bgd,11.33,2005
bgd,9.84,2010
bgd,9.18,2015
bgd,8.61,2020
bgd,7.99,2025
bgd,7.33,2030
bgd,6.73,2035
bgd,6.33,2040
bgd,6.09,2045
bgd,5.87,2050
brb,11.40,1950
brb,13.33,1955
brb,13.08,1960
brb,12.70,1965
brb,10.24,1970
brb,8.59,1975
brb,8.46,1980
brb,7.63,1985
brb,7.46,1990
brb,6.77,1995
brb,6.20,2000
brb,5.30,2005
brb,5.26,2010
brb,5.30,2015
brb,5.22,2020
brb,4.48,2025
brb,4.51,2030
brb,4.58,2035
brb,4.65,2040
brb,4.72,2045
brb,4.92,2050
blr,7.52,1950
blr,9.14,1955
blr,10.57,1960
blr,9.53,1965
blr,7.49,1970
blr,7.29,1975
blr,7.03,1980
blr,7.48,1985
blr,7.21,1990
blr,5.45,1995
blr,4.30,2000
blr,4.24,2005
blr,4.52,2010
blr,4.47,2015
blr,4.23,2020
blr,3.91,2025
blr,3.65,2030
blr,3.60,2035
blr,3.75,2040
blr,3.89,2045
blr,3.92,2050
bel,7.77,1950
bel,7.53,1955
bel,7.85,1960
bel,7.88,1965
bel,7.12,1970
bel,6.38,1975
bel,5.81,1980
bel,5.74,1985
bel,5.63,1990
bel,5.68,1995
bel,5.36,2000
bel,5.19,2005
bel,5.41,2010
bel,5.32,2015
bel,5.30,2020
bel,5.20,2025
bel,5.08,2030
bel,4.99,2035
bel,4.99,2040
bel,5.04,2045
bel,5.06,2050
blz,14.71,1950
blz,20.51,1955
blz,19.15,1960
blz,16.67,1965
blz,17.46,1970
blz,17.91,1975
blz,17.14,1980
blz,17.72,1985
blz,17.39,1990
blz,15.74,1995
blz,14.52,2000
blz,12.77,2005
blz,11.54,2010
blz,10.40,2015
blz,9.63,2020
blz,9.04,2025
blz,7.94,2030
blz,7.14,2035
blz,6.75,2040
blz,6.58,2045
blz,6.32,2050
ben,13.70,1950
ben,13.44,1955
ben,14.51,1960
ben,15.58,1965
ben,16.40,1970
ben,16.87,1975
ben,17.38,1980
ben,17.68,1985
ben,17.65,1990
ben,17.49,1995
ben,17.20,2000
ben,16.71,2005
ben,16.45,2010
ben,15.77,2015
ben,14.71,2020
ben,13.62,2025
ben,12.63,2030
ben,11.79,2035
ben,11.00,2040
ben,10.24,2045
ben,9.51,2050
btn,18.75,1950
btn,16.67,1955
btn,17.59,1960
btn,17.32,1965
btn,17.81,1970
btn,18.13,1975
btn,17.56,1980
btn,17.32,1985
btn,16.73,1990
btn,16.00,1995
btn,12.95,2000
btn,11.69,2005
btn,10.18,2010
btn,9.95,2015
btn,9.23,2020
btn,8.21,2025
btn,7.37,2030
btn,6.86,2035
btn,6.57,2040
btn,6.38,2045
btn,6.19,2050
bol,16.69,1950
bol,16.85,1955
bol,16.90,1960
bol,16.73,1965
bol,16.74,1970
bol,16.80,1975
bol,15.77,1980
bol,15.35,1985
bol,15.17,1990
bol,15.05,1995
bol,13.95,2000
bol,13.18,2005
bol,12.11,2010
bol,11.15,2015
bol,10.21,2020
bol,9.37,2025
bol,8.60,2030
bol,7.89,2035
bol,7.26,2040
bol,6.74,2045
bol,6.31,2050
bih,13.78,1950
bih,14.44,1955
bih,13.72,1960
bih,12.89,1965
bih,10.40,1970
bih,9.34,1975
bih,8.16,1980
bih,8.23,1985
bih,7.71,1990
bih,5.78,1995
bih,5.49,2000
bih,4.48,2005
bih,4.20,2010
bih,4.13,2015
bih,4.03,2020
bih,3.84,2025
bih,3.61,2030
bih,3.45,2035
bih,3.41,2040
bih,3.49,2045
bih,3.61,2050
bwa,14.55,1950
bwa,17.92,1955
bwa,18.38,1960
bwa,17.95,1965
bwa,18.06,1970
bwa,18.05,1975
bwa,18.36,1980
bwa,17.77,1985
bwa,15.84,1990
bwa,14.05,1995
bwa,12.54,2000
bwa,11.48,2005
bwa,11.36,2010
bwa,11.09,2015
bwa,10.56,2020
bwa,9.92,2025
bwa,9.31,2030
bwa,8.86,2035
bwa,8.60,2040
bwa,8.27,2045
bwa,7.79,2050
bra,16.37,1950
bra,17.05,1955
bra,17.03,1960
bra,16.90,1965
bra,15.16,1970
bra,14.13,1975
bra,13.87,1980
bra,13.31,1985
bra,11.55,1990
bra,10.08,1995
bra,9.71,2000
bra,8.99,2005
bra,7.51,2010
bra,6.55,2015
bra,6.00,2020
bra,5.51,2025
bra,5.13,2030
bra,4.91,2035
bra,4.70,2040
bra,4.66,2045
bra,4.54,2050
brn,13.04,1950
brn,19.35,1955
brn,20.00,1960
brn,18.75,1965
brn,15.87,1970
brn,15.38,1975
brn,15.56,1980
brn,14.02,1985
brn,13.22,1990
brn,12.95,1995
brn,11.32,2000
brn,10.17,2005
brn,9.14,2010
brn,8.45,2015
brn,7.76,2020
brn,7.54,2025
brn,7.06,2030
brn,6.99,2035
brn,6.60,2040
brn,6.35,2045
brn,6.04,2050
bgr,9.87,1950
bgr,9.07,1955
bgr,8.17,1960
bgr,7.62,1965
bgr,7.42,1970
bgr,7.49,1975
bgr,7.42,1980
bgr,6.35,1985
bgr,6.08,1990
bgr,4.78,1995
bgr,3.97,2000
bgr,4.07,2005
bgr,4.49,2010
bgr,4.52,2015
bgr,4.29,2020
bgr,3.99,2025
bgr,3.81,2030
bgr,3.89,2035
bgr,4.17,2040
bgr,4.37,2045
bgr,4.37,2050
bfa,16.54,1950
bfa,16.21,1955
bfa,16.75,1960
bfa,17.16,1965
bfa,17.47,1970
bfa,17.60,1975
bfa,18.19,1980
bfa,18.49,1985
bfa,18.44,1990
bfa,18.33,1995
bfa,18.09,2000
bfa,17.90,2005
bfa,19.19,2010
bfa,17.72,2015
bfa,16.20,2020
bfa,14.91,2025
bfa,13.92,2030
bfa,13.06,2035
bfa,12.14,2040
bfa,11.16,2045
bfa,10.26,2050
bdi,15.91,1950
bdi,17.51,1955
bdi,17.16,1960
bdi,16.85,1965
bdi,16.79,1970
bdi,16.83,1975
bdi,16.99,1980
bdi,17.93,1985
bdi,18.40,1990
bdi,17.16,1995
bdi,15.81,2000
bdi,14.30,2005
bdi,13.89,2010
bdi,13.74,2015
bdi,12.83,2020
bdi,11.51,2025
bdi,10.36,2030
bdi,9.63,2035
bdi,9.27,2040
bdi,8.90,2045
bdi,8.35,2050
khm,16.55,1950
khm,16.57,1955
khm,16.78,1960
khm,16.95,1965
khm,17.05,1970
khm,15.34,1975
khm,13.36,1980
khm,19.26,1985
khm,17.43,1990
khm,16.10,1995
khm,13.00,2000
khm,10.83,2005
khm,10.65,2010
khm,10.67,2015
khm,10.32,2020
khm,9.41,2025
khm,8.42,2030
khm,7.77,2035
khm,7.46,2040
khm,7.20,2045
khm,6.79,2050
cmr,15.59,1950
cmr,16.00,1955
cmr,16.08,1960
cmr,16.70,1965
cmr,17.16,1970
cmr,17.65,1975
cmr,17.91,1980
cmr,18.10,1985
cmr,17.57,1990
cmr,16.78,1995
cmr,15.60,2000
cmr,15.68,2005
cmr,15.50,2010
cmr,14.51,2015
cmr,13.29,2020
cmr,12.25,2025
cmr,11.48,2030
cmr,10.87,2035
cmr,10.24,2040
cmr,9.56,2045
cmr,8.90,2050
can,11.84,1950
can,12.26,1955
can,12.36,1960
can,11.29,1965
can,8.38,1970
can,7.45,1975
can,7.08,1980
can,6.91,1985
can,6.75,1990
can,6.54,1995
can,5.53,2000
can,5.11,2005
can,5.12,2010
can,5.18,2015
can,5.28,2020
can,5.28,2025
can,5.16,2030
can,5.03,2035
can,5.01,2040
can,5.05,2045
can,5.14,2050
cpv,10.13,1950
cpv,13.98,1955
cpv,18.27,1960
cpv,16.53,1965
cpv,15.22,1970
cpv,15.44,1975
cpv,16.23,1980
cpv,16.96,1985
cpv,16.93,1990
cpv,15.38,1995
cpv,13.42,2000
cpv,12.40,2005
cpv,10.86,2010
cpv,10.18,2015
cpv,9.93,2020
cpv,9.12,2025
cpv,8.13,2030
cpv,7.27,2035
cpv,6.80,2040
cpv,6.41,2045
cpv,6.04,2050
caf,14.12,1950
caf,14.95,1955
caf,15.73,1960
caf,16.09,1965
caf,16.24,1970
caf,16.47,1975
caf,16.55,1980
caf,16.73,1985
caf,16.77,1990
caf,16.02,1995
caf,15.93,2000
caf,15.45,2005
caf,14.44,2010
caf,13.67,2015
caf,12.90,2020
caf,12.13,2025
caf,11.45,2030
caf,10.68,2035
caf,10.00,2040
caf,9.41,2045
caf,8.86,2050
tcd,14.61,1950
tcd,16.41,1955
tcd,16.46,1960
tcd,16.48,1965
tcd,16.77,1970
tcd,17.50,1975
tcd,18.12,1980
tcd,18.33,1985
tcd,18.33,1990
tcd,18.28,1995
tcd,18.31,2000
tcd,18.29,2005
tcd,17.73,2010
tcd,17.13,2015
tcd,16.40,2020
tcd,15.51,2025
tcd,14.48,2030
tcd,13.39,2035
tcd,12.40,2040
tcd,11.54,2045
tcd,10.77,2050
chanisl,7.69,1950
chanisl,7.14,1955
chanisl,6.78,1960
chanisl,6.45,1965
chanisl,6.25,1970
chanisl,6.06,1975
chanisl,4.54,1980
chanisl,5.63,1985
chanisl,5.41,1990
chanisl,5.48,1995
chanisl,5.41,2000
chanisl,5.20,2005
chanisl,3.95,2010
chanisl,3.85,2015
chanisl,3.85,2020
chanisl,3.90,2025
chanisl,3.95,2030
chanisl,3.95,2035
chanisl,4.05,2040
chanisl,4.00,2045
chanisl,4.00,2050
chl,13.97,1950
chl,14.49,1955
chl,15.55,1960
chl,15.29,1965
chl,13.16,1970
chl,11.80,1975
chl,10.24,1980
chl,10.59,1985
chl,10.74,1990
chl,10.02,1995
chl,8.37,2000
chl,7.37,2005
chl,7.08,2010
chl,6.82,2015
chl,6.49,2020
chl,6.21,2025
chl,5.87,2030
chl,5.58,2035
chl,5.39,2040
chl,5.29,2045
chl,5.21,2050
chn,13.42,1950
chn,16.71,1955
chn,14.20,1960
chn,15.35,1965
chn,15.91,1970
chn,13.63,1975
chn,9.98,1980
chn,9.86,1985
chn,10.76,1990
chn,8.52,1995
chn,7.12,2000
chn,6.23,2005
chn,6.10,2010
chn,6.24,2015
chn,6.01,2020
chn,5.42,2025
chn,5.00,2030
chn,4.87,2035
chn,4.93,2040
chn,4.95,2045
chn,4.85,2050
col,17.59,1950
col,18.38,1955
col,18.06,1960
col,17.87,1965
col,16.88,1970
col,14.67,1975
col,14.20,1980
col,13.32,1985
col,12.48,1990
col,11.80,1995
col,10.80,2000
col,9.96,2005
col,9.37,2010
col,8.66,2015
col,8.08,2020
col,7.54,2025
col,7.04,2030
col,6.60,2035
col,6.20,2040
col,5.92,2045
col,5.75,2050
com,13.92,1950
com,17.24,1955
com,18.56,1960
com,17.76,1965
com,17.65,1970
com,18.52,1975
com,18.90,1980
com,19.17,1985
com,16.36,1990
com,14.75,1995
com,14.08,2000
com,14.43,2005
com,14.24,2010
com,13.16,2015
com,11.67,2020
com,10.62,2025
com,10.06,2030
com,9.62,2035
com,9.19,2040
com,8.53,2045
com,7.80,2050
cod,16.97,1950
cod,16.79,1955
cod,17.06,1960
cod,17.37,1965
cod,17.65,1970
cod,17.96,1975
cod,18.29,1980
cod,18.90,1985
cod,19.36,1990
cod,19.63,1995
cod,19.21,2000
cod,18.87,2005
cod,17.70,2010
cod,16.91,2015
cod,15.96,2020
cod,14.77,2025
cod,13.51,2030
cod,12.34,2035
cod,11.32,2040
cod,10.41,2045
cod,9.53,2050
cog,15.82,1950
cog,16.15,1955
cog,16.63,1960
cog,17.12,1965
cog,17.53,1970
cog,17.67,1975
cog,17.74,1980
cog,17.20,1985
cog,16.37,1990
cog,16.00,1995
cog,15.35,2000
cog,15.36,2005
cog,14.73,2010
cog,13.54,2015
cog,12.60,2020
cog,11.66,2025
cog,10.86,2030
cog,10.13,2035
cog,9.48,2040
cog,8.93,2045
cog,8.37,2050
cri,16.07,1950
cri,18.41,1955
cri,18.63,1960
cri,18.53,1965
cri,15.57,1970
cri,13.55,1975
cri,13.52,1980
cri,13.52,1985
cri,13.30,1990
cri,11.53,1995
cri,9.99,2000
cri,9.02,2005
cri,7.92,2010
cri,7.74,2015
cri,7.14,2020
cri,6.74,2025
cri,6.31,2030
cri,5.97,2035
cri,5.73,2040
cri,5.53,2045
cri,5.40,2050
civ,17.09,1950
civ,18.18,1955
civ,18.92,1960
civ,19.54,1965
civ,19.92,1970
civ,20.32,1975
civ,20.44,1980
civ,19.33,1985
civ,17.94,1990
civ,16.85,1995
civ,16.03,2000
civ,15.89,2005
civ,15.11,2010
civ,14.21,2015
civ,13.17,2020
civ,12.22,2025
civ,11.38,2030
civ,10.63,2035
civ,9.92,2040
civ,9.25,2045
civ,8.62,2050
hrv,9.52,1950
hrv,9.21,1955
hrv,8.19,1960
hrv,7.77,1965
hrv,6.73,1970
hrv,6.81,1975
hrv,6.78,1980
hrv,6.76,1985
hrv,6.09,1990
hrv,5.33,1995
hrv,4.88,2000
hrv,4.39,2005
hrv,4.47,2010
hrv,4.56,2015
hrv,4.53,2020
hrv,4.37,2025
hrv,4.27,2030
hrv,4.22,2035
hrv,4.31,2040
hrv,4.47,2045
hrv,4.59,2050
cub,13.24,1950
cub,13.78,1955
cub,12.51,1960
cub,15.47,1965
cub,13.96,1970
cub,11.93,1975
cub,8.05,1980
cub,7.67,1985
cub,8.07,1990
cub,6.87,1995
cub,6.27,2000
cub,5.83,2005
cub,5.01,2010
cub,4.80,2015
cub,4.63,2020
cub,4.41,2025
cub,4.15,2030
cub,3.91,2035
cub,3.76,2040
cub,3.67,2045
cub,3.61,2050
cyp,12.80,1950
cyp,11.90,1955
cyp,12.80,1960
cyp,11.71,1965
cyp,9.12,1970
cyp,7.47,1975
cyp,9.15,1980
cyp,9.23,1985
cyp,8.80,1990
cyp,8.15,1995
cyp,6.52,2000
cyp,5.36,2005
cyp,5.32,2010
cyp,5.47,2015
cyp,5.63,2020
cyp,5.43,2025
cyp,5.22,2030
cyp,5.05,2035
cyp,4.93,2040
cyp,5.14,2045
cyp,5.20,2050
cze,9.46,1950
cze,8.63,1955
cze,7.16,1960
cze,6.72,1965
cze,6.65,1970
cze,7.98,1975
cze,8.09,1980
cze,6.39,1985
cze,5.96,1990
cze,5.45,1995
cze,4.11,2000
cze,4.36,2005
cze,5.02,2010
cze,5.13,2015
cze,4.87,2020
cze,4.53,2025
cze,4.29,2030
cze,4.35,2035
cze,4.67,2040
cze,4.97,2045
cze,5.04,2050
dnk,9.42,1950
dnk,8.14,1955
dnk,7.76,1960
dnk,7.96,1965
dnk,7.62,1970
dnk,6.92,1975
dnk,5.90,1980
dnk,5.01,1985
dnk,5.45,1990
dnk,6.24,1995
dnk,6.08,2000
dnk,5.77,2005
dnk,5.54,2010
dnk,5.18,2015
dnk,5.18,2020
dnk,5.33,2025
dnk,5.44,2030
dnk,5.34,2035
dnk,5.17,2040
dnk,5.07,2045
dnk,5.06,2050
dji,19.35,1950
dji,17.14,1955
dji,18.60,1960
dji,18.97,1965
dji,18.52,1970
dji,17.70,1975
dji,17.54,1980
dji,17.41,1985
dji,17.27,1990
dji,16.29,1995
dji,14.17,2000
dji,13.12,2005
dji,12.24,2010
dji,11.55,2015
dji,10.87,2020
dji,10.27,2025
dji,9.75,2030
dji,9.01,2035
dji,8.52,2040
dji,7.99,2045
dji,7.61,2050
dom,18.99,1950
dom,19.71,1955
dom,20.18,1960
dom,19.56,1965
dom,18.08,1970
dom,16.47,1975
dom,15.09,1980
dom,14.45,1985
dom,13.67,1990
dom,12.89,1995
dom,11.71,2000
dom,11.12,2005
dom,10.47,2010
dom,9.67,2015
dom,8.95,2020
dom,8.31,2025
dom,7.76,2030
dom,7.26,2035
dom,6.81,2040
dom,6.41,2045
dom,6.06,2050
ecu,15.46,1950
ecu,17.56,1955
ecu,17.49,1960
ecu,17.42,1965
ecu,17.21,1970
ecu,16.64,1975
ecu,15.96,1980
ecu,14.84,1985
ecu,13.49,1990
ecu,12.26,1995
ecu,11.65,2000
ecu,10.72,2005
ecu,9.76,2010
ecu,8.99,2015
ecu,8.42,2020
ecu,7.84,2025
ecu,7.31,2030
ecu,6.79,2035
ecu,6.35,2040
ecu,5.99,2045
ecu,5.77,2050
egy,17.06,1950
egy,17.07,1955
egy,17.28,1960
egy,16.62,1965
egy,16.05,1970
egy,15.54,1975
egy,16.12,1980
egy,16.05,1985
egy,15.90,1990
egy,12.71,1995
egy,11.98,2000
egy,11.58,2005
egy,11.24,2010
egy,10.59,2015
egy,9.61,2020
egy,8.74,2025
egy,8.17,2030
egy,7.78,2035
egy,7.37,2040
egy,6.88,2045
egy,6.38,2050
slv,16.23,1950
slv,17.73,1955
slv,18.29,1960
slv,18.34,1965
slv,17.63,1970
slv,16.91,1975
slv,16.38,1980
slv,15.08,1985
slv,13.96,1990
slv,13.30,1995
slv,12.20,2000
slv,9.75,2005
slv,9.06,2010
slv,8.87,2015
slv,8.55,2020
slv,8.15,2025
slv,7.36,2030
slv,6.73,2035
slv,6.27,2040
slv,5.96,2045
slv,5.78,2050
gnq,13.04,1950
gnq,15.13,1955
gnq,14.62,1960
gnq,14.60,1965
gnq,14.86,1970
gnq,14.75,1975
gnq,13.16,1980
gnq,15.62,1985
gnq,18.56,1990
gnq,17.75,1995
gnq,16.73,2000
gnq,15.74,2005
gnq,15.43,2010
gnq,15.44,2015
gnq,14.74,2020
gnq,13.67,2025
gnq,12.69,2030
gnq,12.01,2035
gnq,11.23,2040
gnq,10.75,2045
gnq,10.06,2050
eri,18.20,1950
eri,17.45,1955
eri,17.99,1960
eri,18.01,1965
eri,17.83,1970
eri,18.01,1975
eri,19.54,1980
eri,16.86,1985
eri,16.67,1990
eri,16.84,1995
eri,15.85,2000
eri,15.91,2005
eri,15.83,2010
eri,14.50,2015
eri,12.88,2020
eri,11.52,2025
eri,10.71,2030
eri,10.28,2035
eri,9.89,2040
eri,9.31,2045
eri,8.57,2050
est,6.84,1950
est,6.88,1955
est,6.89,1960
est,6.68,1965
est,6.36,1970
est,7.01,1975
est,6.83,1980
est,6.86,1985
est,7.07,1990
est,5.05,1995
est,4.08,2000
est,4.41,2005
est,5.27,2010
est,5.69,2015
est,5.59,2020
est,5.11,2025
est,4.48,2030
est,4.43,2035
est,4.82,2040
est,5.19,2045
est,5.28,2050
eth,18.02,1950
eth,17.52,1955
eth,17.41,1960
eth,17.90,1965
eth,18.02,1970
eth,17.89,1975
eth,17.76,1980
eth,18.00,1985
eth,18.53,1990
eth,18.62,1995
eth,17.68,2000
eth,16.63,2005
eth,16.06,2010
eth,15.12,2015
eth,14.09,2020
eth,13.00,2025
eth,11.93,2030
eth,10.93,2035
eth,10.08,2040
eth,9.29,2045
eth,8.51,2050
fji,19.57,1950
fji,19.39,1955
fji,19.37,1960
fji,17.26,1965
fji,14.45,1970
fji,13.33,1975
fji,13.74,1980
fji,14.25,1985
fji,13.03,1990
fji,12.20,1995
fji,11.90,2000
fji,10.76,2005
fji,9.98,2010
fji,9.30,2015
fji,8.72,2020
fji,8.30,2025
fji,7.91,2030
fji,7.39,2035
fji,6.80,2040
fji,6.39,2045
fji,6.01,2050
fin,11.71,1950
fin,9.89,1955
fin,8.80,1960
fin,8.13,1965
fin,7.14,1970
fin,6.08,1975
fin,6.33,1980
fin,6.29,1985
fin,5.92,1990
fin,6.11,1995
fin,5.44,2000
fin,5.20,2005
fin,5.28,2010
fin,5.35,2015
fin,5.30,2020
fin,5.22,2025
fin,5.06,2030
fin,4.93,2035
fin,4.92,2040
fin,4.99,2045
fin,5.06,2050
fra,8.95,1950
fra,8.43,1955
fra,8.31,1960
fra,8.30,1965
fra,7.77,1970
fra,7.46,1975
fra,6.46,1980
fra,6.61,1985
fra,6.36,1990
fra,5.93,1995
fra,5.89,2000
fra,5.99,2005
fra,5.84,2010
fra,5.48,2015
fra,5.30,2020
fra,5.17,2025
fra,5.12,2030
fra,5.16,2035
fra,5.18,2040
fra,5.11,2045
fra,5.02,2050
guf,16.67,1950
guf,14.29,1955
guf,12.50,1960
guf,15.79,1965
guf,13.64,1970
guf,14.81,1975
guf,12.12,1980
guf,11.63,1985
guf,12.73,1990
guf,14.93,1995
guf,13.75,2000
guf,12.87,2005
guf,11.30,2010
guf,10.69,2015
guf,10.34,2020
guf,9.15,2025
guf,8.99,2030
guf,8.21,2035
guf,7.77,2040
guf,7.31,2045
guf,6.90,2050
pyf,17.24,1950
pyf,18.75,1955
pyf,17.95,1960
pyf,17.39,1965
pyf,17.31,1970
pyf,14.52,1975
pyf,13.89,1980
pyf,13.41,1985
pyf,12.90,1990
pyf,10.68,1995
pyf,10.53,2000
pyf,8.87,2005
pyf,9.09,2010
pyf,8.39,2015
pyf,7.48,2020
pyf,7.05,2025
pyf,6.83,2030
pyf,5.95,2035
pyf,5.81,2040
pyf,5.75,2045
pyf,5.68,2050
gab,10.37,1950
gab,11.48,1955
gab,11.69,1960
gab,12.06,1965
gab,12.87,1970
gab,14.05,1975
gab,15.27,1980
gab,16.00,1985
gab,16.06,1990
gab,16.12,1995
gab,14.29,2000
gab,12.95,2005
gab,12.10,2010
gab,11.61,2015
gab,10.95,2020
gab,10.19,2025
gab,9.46,2030
gab,8.86,2035
gab,8.43,2040
gab,7.97,2045
gab,7.52,2050
gmb,16.30,1950
gmb,14.79,1955
gmb,15.24,1960
gmb,16.40,1965
gmb,16.97,1970
gmb,17.24,1975
gmb,17.68,1980
gmb,17.43,1985
gmb,17.00,1990
gmb,17.27,1995
gmb,16.92,2000
gmb,16.30,2005
gmb,15.42,2010
gmb,14.59,2015
gmb,13.75,2020
gmb,12.90,2025
gmb,12.09,2030
gmb,11.26,2035
gmb,10.52,2040
gmb,9.81,2045
gmb,9.16,2050
geo,7.68,1950
geo,9.46,1955
geo,10.79,1960
geo,10.70,1965
geo,8.57,1970
geo,8.38,1975
geo,7.95,1980
geo,8.06,1985
geo,7.75,1990
geo,7.10,1995
geo,5.32,2000
geo,4.63,2005
geo,5.23,2010
geo,5.22,2015
geo,5.02,2020
geo,4.67,2025
geo,4.40,2030
geo,4.39,2035
geo,4.57,2040
geo,4.64,2045
geo,4.56,2050
deu,5.99,1950
deu,6.67,1955
deu,7.12,1960
deu,7.82,1965
deu,7.08,1970
deu,5.15,1975
deu,4.77,1980
deu,4.97,1985
deu,5.22,1990
deu,4.78,1995
deu,4.52,2000
deu,4.20,2005
deu,3.90,2010
deu,3.82,2015
deu,3.90,2020
deu,3.91,2025
deu,3.85,2030
deu,3.78,2035
deu,3.77,2040
deu,3.83,2045
