geo,population_aged_10_14_years_male_percent,time
aus,6.60,2010
aus,6.25,2015
aus,6.27,2020
aus,6.18,2025
aus,6.09,2030
aus,6.02,2035
aus,5.90,2040
aus,5.79,2045
aus,5.75,2050
aut,7.92,1950
aut,8.74,1955
aut,7.87,1960
aut,7.26,1965
aut,8.33,1970
aut,9.24,1975
aut,8.80,1980
aut,7.14,1985
aut,6.16,1990
aut,6.45,1995
aut,6.25,2000
aut,6.27,2005
aut,5.50,2010
aut,5.19,2015
aut,4.92,2020
aut,4.84,2025
aut,4.92,2030
aut,4.96,2035
aut,4.93,2040
aut,4.86,2045
aut,4.87,2050
aze,14.45,1950
aze,7.23,1955
aze,7.89,1960
aze,11.00,1965
aze,14.44,1970
aze,15.21,1975
aze,12.61,1980
aze,10.67,1985
aze,10.29,1990
aze,10.94,1995
aze,12.18,2000
aze,11.00,2005
aze,8.19,2010
aze,7.69,2015
aze,8.63,2020
aze,8.74,2025
aze,8.00,2030
aze,6.93,2035
aze,6.23,2040
aze,6.11,2045
aze,6.26,2050
bhs,13.89,1950
bhs,12.20,1955
bhs,11.54,1960
bhs,11.59,1965
bhs,11.90,1970
bhs,13.04,1975
bhs,13.46,1980
bhs,12.07,1985
bhs,10.48,1990
bhs,10.79,1995
bhs,9.27,2000
bhs,10.00,2005
bhs,8.98,2010
bhs,7.91,2015
bhs,7.57,2020
bhs,7.18,2025
bhs,6.93,2030
bhs,6.73,2035
bhs,6.54,2040
bhs,6.48,2045
bhs,5.96,2050
bhr,11.29,1950
bhr,11.27,1955
bhr,10.84,1960
bhr,12.63,1965
bhr,12.61,1970
bhr,12.93,1975
bhr,8.96,1980
bhr,8.23,1985
bhr,8.01,1990
bhr,8.06,1995
bhr,7.73,2000
bhr,8.13,2005
bhr,7.54,2010
bhr,7.17,2015
bhr,6.49,2020
bhr,6.05,2025
bhr,5.75,2030
bhr,5.50,2035
bhr,5.41,2040
bhr,5.29,2045
bhr,5.19,2050
bgd,11.13,1950
bgd,10.31,1955
bgd,10.60,1960
bgd,11.98,1965
bgd,12.08,1970
bgd,12.24,1975
bgd,12.34,1980
bgd,12.65,1985
bgd,13.07,1990
bgd,12.98,1995
bgd,12.09,2000
bgd,11.16,2005
bgd,10.56,2010
bgd,9.81,2015
bgd,8.68,2020
bgd,8.22,2025
bgd,7.87,2030
bgd,7.45,2035
bgd,6.98,2040
bgd,6.52,2045
bgd,6.24,2050
brb,11.34,1950
brb,9.80,1955
brb,12.50,1960
brb,12.96,1965
brb,13.51,1970
brb,13.79,1975
brb,11.02,1980
brb,10.74,1985
brb,8.73,1990
brb,8.13,1995
brb,8.13,2000
brb,7.44,2005
brb,6.35,2010
brb,5.47,2015
brb,5.51,2020
brb,5.47,2025
brb,5.51,2030
brb,5.69,2035
brb,4.88,2040
brb,4.96,2045
brb,5.13,2050
blr,11.53,1950
blr,7.67,1955
blr,8.31,1960
blr,10.12,1965
blr,11.78,1970
blr,10.68,1975
blr,8.30,1980
blr,8.00,1985
blr,7.86,1990
blr,8.59,1995
blr,8.73,2000
blr,6.84,2005
blr,5.43,2010
blr,5.39,2015
blr,5.80,2020
blr,5.78,2025
blr,5.50,2030
blr,5.16,2035
blr,4.85,2040
blr,4.80,2045
blr,5.03,2050
bel,6.75,1950
bel,6.31,1955
bel,7.88,1960
bel,7.87,1965
bel,8.29,1970
bel,8.55,1975
bel,7.75,1980
bel,7.09,1985
bel,6.43,1990
bel,6.26,1995
bel,6.22,2000
bel,6.26,2005
bel,5.86,2010
bel,5.69,2015
bel,5.88,2020
bel,5.80,2025
bel,5.82,2030
bel,5.75,2035
bel,5.65,2040
bel,5.59,2045
bel,5.62,2050
blz,12.12,1950
blz,10.26,1955
blz,10.87,1960
blz,12.73,1965
blz,15.00,1970
blz,13.64,1975
blz,13.89,1980
blz,13.58,1985
blz,11.83,1990
blz,12.73,1995
blz,12.70,2000
blz,12.68,2005
blz,11.39,2010
blz,10.34,2015
blz,9.63,2020
blz,9.31,2025
blz,8.80,2030
blz,7.89,2035
blz,7.14,2040
blz,6.94,2045
blz,6.38,2050
ben,9.84,1950
ben,10.94,1955
ben,10.36,1960
ben,11.28,1965
ben,11.77,1970
ben,12.32,1975
ben,12.66,1980
ben,12.64,1985
ben,12.79,1990
ben,12.53,1995
ben,12.64,2000
ben,12.56,2005
ben,12.32,2010
ben,12.21,2015
ben,12.30,2020
ben,12.10,2025
ben,11.56,2030
ben,10.96,2035
ben,10.38,2040
ben,9.89,2045
ben,9.43,2050
btn,11.49,1950
btn,11.88,1955
btn,11.50,1960
btn,10.85,1965
btn,11.26,1970
btn,10.93,1975
btn,10.45,1980
btn,11.43,1985
btn,11.79,1990
btn,12.45,1995
btn,13.33,2000
btn,11.44,2005
btn,9.63,2010
btn,8.80,2015
btn,8.14,2020
btn,8.02,2025
btn,7.94,2030
btn,7.25,2035
btn,6.48,2040
btn,6.13,2045
btn,6.23,2050
bol,11.68,1950
bol,11.45,1955
bol,11.93,1960
bol,12.00,1965
bol,12.17,1970
bol,12.07,1975
bol,12.23,1980
bol,12.59,1985
bol,12.08,1990
bol,11.92,1995
bol,12.03,2000
bol,12.24,2005
bol,11.57,2010
bol,11.17,2015
bol,10.46,2020
bol,9.83,2025
bol,9.20,2030
bol,8.59,2035
bol,8.03,2040
bol,7.50,2045
bol,7.01,2050
bih,13.46,1950
bih,9.37,1955
bih,11.61,1960
bih,12.22,1965
bih,12.31,1970
bih,11.41,1975
bih,10.14,1980
bih,8.80,1985
bih,8.40,1990
bih,8.48,1995
bih,8.26,2000
bih,6.43,2005
bih,6.25,2010
bih,5.18,2015
bih,4.92,2020
bih,4.91,2025
bih,4.84,2030
bih,4.63,2035
bih,4.42,2040
bih,4.29,2045
bih,4.26,2050
bwa,13.13,1950
bwa,12.00,1955
bwa,11.51,1960
bwa,14.13,1965
bwa,14.16,1970
bwa,13.42,1975
bwa,13.10,1980
bwa,13.20,1985
bwa,13.55,1990
bwa,13.59,1995
bwa,12.76,2000
bwa,11.90,2005
bwa,10.93,2010
bwa,9.90,2015
bwa,10.04,2020
bwa,9.85,2025
bwa,9.50,2030
bwa,8.92,2035
bwa,8.41,2040
bwa,8.08,2045
bwa,7.87,2050
bra,12.06,1950
bra,11.17,1955
bra,11.79,1960
bra,12.31,1965
bra,12.56,1970
bra,12.91,1975
bra,11.77,1980
bra,11.09,1985
bra,11.36,1990
bra,11.57,1995
bra,10.31,2000
bra,9.19,2005
bra,9.16,2010
bra,8.79,2015
bra,7.53,2020
bra,6.70,2025
bra,6.26,2030
bra,5.85,2035
bra,5.54,2040
bra,5.38,2045
bra,5.23,2050
brn,12.50,1950
brn,9.09,1955
brn,9.76,1960
brn,12.73,1965
brn,12.12,1970
brn,11.76,1975
brn,10.58,1980
brn,11.02,1985
brn,9.63,1990
brn,9.15,1995
brn,9.25,2000
brn,9.38,2005
brn,8.65,2010
brn,7.83,2015
brn,7.32,2020
brn,6.92,2025
brn,6.47,2030
brn,6.55,2035
brn,6.58,2040
brn,6.35,2045
brn,6.13,2050
bgr,8.33,1950
bgr,8.02,1955
bgr,9.12,1960
bgr,8.54,1965
bgr,7.94,1970
bgr,7.30,1975
bgr,7.27,1980
bgr,7.59,1985
bgr,7.66,1990
bgr,6.99,1995
bgr,6.74,2000
bgr,5.52,2005
bgr,4.61,2010
bgr,4.82,2015
bgr,5.36,2020
bgr,5.48,2025
bgr,5.24,2030
bgr,4.91,2035
bgr,4.71,2040
bgr,4.81,2045
bgr,5.15,2050
bfa,11.36,1950
bfa,11.78,1955
bfa,11.33,1960
bfa,11.26,1965
bfa,12.08,1970
bfa,12.65,1975
bfa,13.05,1980
bfa,13.31,1985
bfa,13.45,1990
bfa,13.50,1995
bfa,13.37,2000
bfa,12.97,2005
bfa,12.53,2010
bfa,12.49,2015
bfa,13.87,2020
bfa,13.24,2025
bfa,12.44,2030
bfa,11.71,2035
bfa,11.19,2040
bfa,10.78,2045
bfa,10.29,2050
bdi,11.64,1950
bdi,11.58,1955
bdi,11.70,1960
bdi,13.40,1965
bdi,13.19,1970
bdi,13.67,1975
bdi,13.22,1980
bdi,12.13,1985
bdi,11.88,1990
bdi,13.46,1995
bdi,15.00,2000
bdi,13.52,2005
bdi,11.75,2010
bdi,10.95,2015
bdi,11.06,2020
bdi,11.24,2025
bdi,10.81,2030
bdi,9.96,2035
bdi,9.13,2040
bdi,8.63,2045
bdi,8.46,2050
khm,12.01,1950
khm,11.99,1955
khm,11.95,1960
khm,11.91,1965
khm,12.06,1970
khm,12.56,1975
khm,13.76,1980
khm,11.98,1985
khm,9.95,1990
khm,14.75,1995
khm,14.14,2000
khm,14.01,2005
khm,11.66,2010
khm,9.71,2015
khm,9.53,2020
khm,9.65,2025
khm,9.49,2030
khm,8.82,2035
khm,7.99,2040
khm,7.44,2045
khm,7.22,2050
cmr,11.28,1950
cmr,11.22,1955
cmr,11.18,1960
cmr,11.48,1965
cmr,11.44,1970
cmr,11.75,1975
cmr,12.02,1980
cmr,12.33,1985
cmr,12.60,1990
cmr,13.00,1995
cmr,12.94,2000
cmr,12.59,2005
cmr,11.75,2010
cmr,11.95,2015
cmr,12.09,2020
cmr,11.61,2025
cmr,10.86,2030
cmr,10.19,2035
cmr,9.72,2040
cmr,9.38,2045
cmr,9.02,2050
can,8.20,1950
can,8.78,1955
can,9.83,1960
can,10.56,1965
can,10.94,1970
can,10.39,1975
can,8.27,1980
can,7.34,1985
can,7.01,1990
can,7.07,1995
can,6.93,2000
can,6.84,2005
can,5.91,2010
can,5.40,2015
can,5.33,2020
can,5.38,2025
can,5.49,2030
can,5.52,2035
can,5.41,2040
can,5.29,2045
can,5.26,2050
cpv,14.93,1950
cpv,11.54,1955
cpv,8.70,1960
cpv,12.04,1965
cpv,15.75,1970
cpv,16.41,1975
cpv,15.79,1980
cpv,13.51,1985
cpv,13.94,1990
cpv,14.81,1995
cpv,14.98,2000
cpv,13.91,2005
cpv,12.60,2010
cpv,11.36,2015
cpv,10.32,2020
cpv,9.83,2025
cpv,9.62,2030
cpv,9.01,2035
cpv,8.16,2040
cpv,7.71,2045
cpv,7.06,2050
caf,10.40,1950
caf,10.47,1955
caf,10.42,1960
caf,10.73,1965
caf,11.14,1970
caf,11.52,1975
caf,11.74,1980
caf,11.73,1985
caf,12.02,1990
caf,12.27,1995
caf,12.30,2000
caf,12.16,2005
caf,12.34,2010
caf,12.09,2015
caf,11.55,2020
caf,11.17,2025
caf,10.72,2030
caf,10.27,2035
caf,9.85,2040
caf,9.39,2045
caf,8.95,2050
tcd,10.92,1950
tcd,11.00,1955
tcd,10.84,1960
tcd,11.62,1965
tcd,11.71,1970
tcd,11.64,1975
tcd,11.72,1980
tcd,12.04,1985
tcd,12.53,1990
tcd,12.73,1995
tcd,12.75,2000
tcd,12.73,2005
tcd,12.81,2010
tcd,12.92,2015
tcd,12.71,2020
tcd,12.51,2025
tcd,12.29,2030
tcd,11.94,2035
tcd,11.47,2040
tcd,10.88,2045
tcd,10.30,2050
chanisl,8.33,1950
chanisl,8.00,1955
chanisl,7.41,1960
chanisl,7.27,1965
chanisl,6.78,1970
chanisl,8.06,1975
chanisl,8.20,1980
chanisl,6.15,1985
chanisl,5.97,1990
chanisl,5.80,1995
chanisl,5.80,2000
chanisl,5.71,2005
chanisl,5.48,2010
chanisl,5.41,2015
chanisl,5.48,2020
chanisl,4.11,2025
chanisl,4.17,2030
chanisl,4.17,2035
chanisl,5.48,2040
chanisl,4.22,2045
chanisl,4.22,2050
chl,10.36,1950
chl,11.13,1955
chl,11.09,1960
chl,11.39,1965
chl,12.57,1970
chl,12.92,1975
chl,11.57,1980
chl,10.54,1985
chl,9.08,1990
chl,9.43,1995
chl,9.76,2000
chl,9.39,2005
chl,7.98,2010
chl,7.11,2015
chl,6.91,2020
chl,6.76,2025
chl,6.53,2030
chl,6.36,2035
chl,6.12,2040
chl,5.92,2045
chl,5.80,2050
chn,9.97,1950
chn,9.29,1955
chn,10.80,1960
chn,12.64,1965
chn,10.63,1970
chn,11.82,1975
chn,13.07,1980
chn,11.55,1985
chn,8.42,1990
chn,8.46,1995
chn,9.89,2000
chn,8.39,2005
chn,7.31,2010
chn,6.59,2015
chn,6.44,2020
chn,6.58,2025
chn,6.35,2030
chn,5.78,2035
chn,5.36,2040
chn,5.24,2045
chn,5.32,2050
col,11.47,1950
col,11.56,1955
col,12.66,1960
col,13.36,1965
col,13.40,1970
col,13.83,1975
col,13.48,1980
col,11.88,1985
col,11.81,1990
col,11.37,1995
col,10.92,2000
col,10.56,2005
col,9.85,2010
col,9.26,2015
col,8.87,2020
col,8.36,2025
col,7.94,2030
col,7.55,2035
col,7.18,2040
col,6.84,2045
col,6.51,2050
com,11.54,1950
com,10.34,1955
com,10.53,1960
com,12.38,1965
com,12.82,1970
com,12.50,1975
com,12.73,1980
com,12.50,1985
com,13.36,1990
com,14.57,1995
com,12.41,2000
com,11.29,2005
com,10.98,2010
com,11.23,2015
com,11.69,2020
com,11.04,2025
com,10.04,2030
com,9.14,2035
com,8.83,2040
com,8.72,2045
com,8.50,2050
cod,12.20,1950
cod,12.41,1955
cod,12.40,1960
cod,12.28,1965
cod,12.28,1970
cod,12.30,1975
cod,12.35,1980
cod,12.37,1985
cod,12.43,1990
cod,12.72,1995
cod,13.10,2000
cod,13.21,2005
cod,13.20,2010
cod,13.23,2015
cod,12.69,2020
cod,12.45,2025
cod,12.14,2030
cod,11.62,2035
cod,10.97,2040
cod,10.31,2045
cod,9.73,2050
cog,11.36,1950
cog,11.31,1955
cog,11.18,1960
cog,11.54,1965
cog,11.80,1970
cog,12.06,1975
cog,12.43,1980
cog,12.63,1985
cog,12.89,1990
cog,12.79,1995
cog,12.82,2000
cog,12.50,2005
cog,11.93,2010
cog,11.91,2015
cog,11.40,2020
cog,10.87,2025
cog,10.43,2030
cog,9.90,2035
cog,9.35,2040
cog,8.93,2045
cog,8.53,2050
cri,10.14,1950
cri,10.09,1955
cri,11.08,1960
cri,12.56,1965
cri,13.33,1970
cri,14.04,1975
cri,12.50,1980
cri,10.41,1985
cri,10.54,1990
cri,10.91,1995
cri,11.11,2000
cri,9.99,2005
cri,8.96,2010
cri,8.16,2015
cri,7.25,2020
cri,7.24,2025
cri,6.81,2030
cri,6.52,2035
cri,6.23,2040
cri,6.01,2045
cri,5.87,2050
civ,12.14,1950
civ,11.66,1955
civ,10.78,1960
civ,10.38,1965
civ,10.52,1970
civ,10.63,1975
civ,10.79,1980
civ,11.29,1985
civ,12.10,1990
civ,12.03,1995
civ,11.81,2000
civ,11.92,2005
civ,11.81,2010
civ,11.84,2015
civ,11.52,2020
civ,11.15,2025
civ,10.62,2030
civ,10.08,2035
civ,9.59,2040
civ,9.15,2045
civ,8.71,2050
hrv,9.53,1950
hrv,7.77,1955
hrv,9.78,1960
hrv,9.56,1965
hrv,8.59,1970
hrv,7.76,1975
hrv,7.27,1980
hrv,7.22,1985
hrv,7.41,1990
hrv,7.29,1995
hrv,6.50,2000
hrv,6.17,2005
hrv,5.83,2010
hrv,5.08,2015
hrv,5.17,2020
hrv,5.34,2025
hrv,5.29,2030
hrv,5.14,2035
hrv,5.04,2040
hrv,4.95,2045
hrv,5.05,2050
cub,10.95,1950
cub,10.75,1955
cub,10.41,1960
cub,10.70,1965
cub,9.72,1970
cub,12.69,1975
cub,12.23,1980
cub,10.78,1985
cub,7.13,1990
cub,7.23,1995
cub,7.89,2000
cub,7.11,2005
cub,6.46,2010
cub,5.89,2015
cub,5.23,2020
cub,5.08,2025
cub,4.97,2030
cub,4.78,2035
cub,4.57,2040
cub,4.38,2045
cub,4.29,2050
cyp,10.70,1950
cyp,10.12,1955
cyp,12.14,1960
cyp,11.54,1965
cyp,11.63,1970
cyp,10.16,1975
cyp,8.20,1980
cyp,7.81,1985
cyp,8.23,1990
cyp,8.74,1995
cyp,8.29,2000
cyp,8.11,2005
cyp,6.54,2010
cyp,5.78,2015
cyp,5.70,2020
cyp,5.66,2025
cyp,5.83,2030
cyp,5.84,2035
cyp,5.64,2040
cyp,5.31,2045
cyp,5.34,2050
cze,6.52,1950
cze,8.10,1955
cze,9.70,1960
cze,9.15,1965
cze,7.71,1970
cze,7.22,1975
cze,7.06,1980
cze,8.64,1985
cze,8.88,1990
cze,7.06,1995
cze,6.67,2000
cze,6.11,2005
cze,4.50,2010
cze,4.70,2015
cze,5.46,2020
cze,5.60,2025
cze,5.36,2030
cze,5.03,2035
cze,4.76,2040
cze,4.79,2045
cze,5.14,2050
dnk,7.56,1950
dnk,8.90,1955
dnk,9.38,1960
dnk,8.05,1965
dnk,7.73,1970
dnk,8.03,1975
dnk,7.91,1980
dnk,7.38,1985
dnk,6.39,1990
dnk,5.39,1995
dnk,5.91,2000
dnk,6.72,2005
dnk,6.51,2010
dnk,6.24,2015
dnk,6.05,2020
dnk,5.65,2025
dnk,5.66,2030
dnk,5.87,2035
dnk,5.99,2040
dnk,5.94,2045
dnk,5.78,2050
dji,12.90,1950
dji,14.29,1955
dji,13.95,1960
dji,12.28,1965
dji,12.50,1970
dji,12.39,1975
dji,13.17,1980
dji,13.00,1985
dji,12.54,1990
dji,12.62,1995
dji,12.95,2000
dji,12.75,2005
dji,11.64,2010
dji,10.95,2015
dji,10.31,2020
dji,9.86,2025
dji,9.55,2030
dji,9.29,2035
dji,8.77,2040
dji,8.37,2045
dji,7.87,2050
dom,12.48,1950
dom,12.26,1955
dom,11.97,1960
dom,12.59,1965
dom,13.39,1970
dom,13.62,1975
dom,13.20,1980
dom,12.41,1985
dom,11.73,1990
dom,11.55,1995
dom,11.27,2000
dom,10.92,2005
dom,10.13,2010
dom,9.82,2015
dom,9.47,2020
dom,8.93,2025
dom,8.43,2030
dom,7.98,2035
dom,7.59,2040
dom,7.25,2045
dom,6.91,2050
ecu,11.22,1950
ecu,11.01,1955
ecu,11.23,1960
ecu,12.56,1965
ecu,12.47,1970
ecu,12.55,1975
ecu,12.58,1980
ecu,12.41,1985
ecu,12.27,1990
ecu,11.86,1995
ecu,11.33,2000
ecu,10.81,2005
ecu,10.59,2010
ecu,9.82,2015
ecu,9.02,2020
ecu,8.46,2025
ecu,8.08,2030
ecu,7.68,2035
ecu,7.29,2040
ecu,6.90,2045
ecu,6.57,2050
egy,10.71,1950
egy,10.00,1955
egy,12.37,1960
egy,12.41,1965
egy,12.83,1970
egy,12.69,1975
egy,12.46,1980
egy,11.89,1985
egy,12.29,1990
egy,12.77,1995
egy,13.25,2000
egy,10.74,2005
egy,10.19,2010
egy,9.99,2015
egy,9.91,2020
egy,9.58,2025
egy,8.88,2030
egy,8.23,2035
egy,7.83,2040
egy,7.59,2045
egy,7.34,2050
slv,12.53,1950
slv,11.58,1955
slv,11.76,1960
slv,12.62,1965
slv,13.06,1970
slv,12.94,1975
slv,12.92,1980
slv,13.44,1985
slv,13.04,1990
slv,12.01,1995
slv,12.09,2000
slv,13.22,2005
slv,12.78,2010
slv,10.30,2015
slv,9.62,2020
slv,9.46,2025
slv,9.18,2030
slv,8.88,2035
slv,8.11,2040
slv,7.50,2045
slv,7.04,2050
gnq,10.09,1950
gnq,9.48,1955
gnq,9.84,1960
gnq,11.36,1965
gnq,11.27,1970
gnq,14.04,1975
gnq,16.04,1980
gnq,10.39,1985
gnq,7.53,1990
gnq,9.87,1995
gnq,12.74,2000
gnq,12.58,2005
gnq,11.92,2010
gnq,11.57,2015
gnq,11.70,2020
gnq,12.01,2025
gnq,11.89,2030
gnq,11.25,2035
gnq,10.54,2040
gnq,10.12,2045
gnq,9.74,2050
eri,12.39,1950
eri,12.60,1955
eri,12.57,1960
eri,11.83,1965
eri,12.07,1970
eri,12.17,1975
eri,11.25,1980
eri,14.17,1985
eri,15.23,1990
eri,14.15,1995
eri,13.87,2000
eri,12.40,2005
eri,11.59,2010
eri,12.28,2015
eri,12.72,2020
eri,12.13,2025
eri,11.03,2030
eri,10.01,2035
eri,9.42,2040
eri,9.18,2045
eri,9.02,2050
est,10.87,1950
est,9.14,1955
est,7.91,1960
est,8.76,1965
est,8.35,1970
est,8.02,1975
est,7.36,1980
est,8.02,1985
est,7.75,1990
est,8.10,1995
est,8.83,2000
est,6.29,2005
est,5.20,2010
est,5.48,2015
est,6.49,2020
est,6.96,2025
est,6.87,2030
est,6.32,2035
est,5.55,2040
est,5.42,2045
est,5.78,2050
eth,11.93,1950
eth,12.22,1955
eth,12.44,1960
eth,11.76,1965
eth,11.71,1970
eth,12.12,1975
eth,12.31,1980
eth,12.27,1985
eth,12.03,1990
eth,12.15,1995
eth,12.73,2000
eth,13.22,2005
eth,12.89,2010
eth,12.39,2015
eth,12.27,2020
eth,11.88,2025
eth,11.39,2030
eth,10.79,2035
eth,10.15,2040
eth,9.52,2045
eth,8.98,2050
fji,11.92,1950
fji,12.28,1955
fji,12.32,1960
fji,13.14,1965
fji,14.02,1970
fji,13.65,1975
fji,12.38,1980
fji,11.14,1985
fji,12.05,1990
fji,12.05,1995
fji,10.81,2000
fji,10.95,2005
fji,10.80,2010
fji,9.98,2015
fji,9.31,2020
fji,8.75,2025
fji,8.35,2030
fji,7.87,2035
fji,7.68,2040
fji,7.28,2045
fji,6.91,2050
fin,8.66,1950
fin,9.02,1955
fin,11.76,1960
fin,10.12,1965
fin,9.21,1970
fin,8.61,1975
fin,7.74,1980
fin,6.53,1985
fin,6.86,1990
fin,6.80,1995
fin,6.41,2000
fin,6.54,2005
fin,5.84,2010
fin,5.59,2015
fin,5.70,2020
fin,5.78,2025
fin,5.78,2030
fin,5.75,2035
fin,5.59,2040
fin,5.48,2045
fin,5.50,2050
fra,7.07,1950
fra,6.65,1955
fra,9.33,1960
fra,8.81,1965
fra,8.53,1970
fra,8.58,1975
fra,8.22,1980
fra,8.02,1985
fra,6.92,1990
fra,7.06,1995
fra,6.84,2000
fra,6.37,2005
fra,6.29,2010
fra,6.53,2015
fra,6.38,2020
fra,6.02,2025
fra,5.84,2030
fra,5.71,2035
fra,5.67,2040
fra,5.74,2045
fra,5.78,2050
guf,8.33,1950
guf,7.14,1955
guf,12.50,1960
guf,10.00,1965
guf,12.50,1970
guf,10.71,1975
guf,11.76,1980
guf,10.87,1985
guf,9.84,1990
guf,10.96,1995
guf,10.47,2000
guf,10.78,2005
guf,10.53,2010
guf,10.69,2015
guf,9.72,2020
guf,9.38,2025
guf,8.47,2030
guf,8.38,2035
guf,8.25,2040
guf,7.80,2045
guf,7.46,2050
pyf,13.33,1950
pyf,11.76,1955
pyf,12.20,1960
pyf,13.04,1965
pyf,14.04,1970
pyf,13.43,1975
pyf,12.66,1980
pyf,12.09,1985
pyf,10.58,1990
pyf,10.71,1995
pyf,12.20,2000
pyf,9.02,2005
pyf,8.70,2010
pyf,8.11,2015
pyf,7.79,2020
pyf,7.55,2025
pyf,7.19,2030
pyf,7.02,2035
pyf,6.36,2040
pyf,6.21,2045
pyf,6.18,2050
gab,8.66,1950
gab,8.62,1955
gab,8.40,1960
gab,9.72,1965
gab,9.34,1970
gab,9.65,1975
gab,9.88,1980
gab,10.74,1985
gab,11.35,1990
gab,11.96,1995
gab,12.25,2000
gab,12.76,2005
gab,11.62,2010
gab,10.71,2015
gab,10.19,2020
gab,9.87,2025
gab,9.52,2030
gab,8.98,2035
gab,8.53,2040
gab,8.08,2045
gab,7.69,2050
gmb,11.38,1950
gmb,11.68,1955
gmb,11.69,1960
gmb,9.29,1965
gmb,9.95,1970
gmb,10.63,1975
gmb,10.93,1980
gmb,11.36,1985
gmb,11.74,1990
gmb,11.50,1995
gmb,11.61,2000
gmb,12.15,2005
gmb,12.46,2010
gmb,12.37,2015
gmb,12.16,2020
gmb,11.72,2025
gmb,11.27,2030
gmb,10.76,2035
gmb,10.29,2040
gmb,9.82,2045
gmb,9.34,2050
geo,11.67,1950
geo,7.20,1955
geo,7.58,1960
geo,9.78,1965
geo,11.30,1970
geo,11.20,1975
geo,9.32,1980
geo,8.89,1985
geo,8.48,1990
geo,8.56,1995
geo,9.25,2000
geo,8.25,2005
geo,6.25,2010
geo,6.16,2015
geo,6.73,2020
geo,6.66,2025
geo,6.44,2030
geo,5.95,2035
geo,5.62,2040
geo,5.62,2045
geo,5.84,2050
deu,10.01,1950
deu,8.21,1955
deu,6.84,1960
deu,7.49,1965
deu,7.92,1970
deu,8.96,1975
deu,8.39,1980
deu,5.98,1985
deu,5.49,1990
deu,5.81,1995
deu,6.07,2000
deu,5.38,2005
deu,5.04,2010
deu,4.70,2015
deu,4.38,2020
deu,4.32,2025
deu,4.44,2030
deu,4.49,2035
deu,4.45,2040
deu,4.41,2045
